feature,importance,fold
new_purchase_amount_max_mean,43.0,4
historica_merchants_category_1_sum,41.75,2
Y_union_month_nunique_x,41.5,1
new_purchase_amount_std,41.5,1
new_purchase_amount_std,41.0,4
union_purchase_date_max,41.0,3
N_union_auth_month_diff_mean,41.0,3
N_union_auth_month_diff_mean,40.75,2
historica_merchants_category_1_sum,40.75,3
Y_union_month_nunique,40.25,4
Y_union_month_nunique_x,40.0,3
Y_union_auth_month_diff_mean,39.5,2
hist_Y_purchase_amount_max_mean_y,39.25,3
new_purchase_amount_max_mean,39.0,1
union_authorized_flag_mean,39.0,3
union_purchase_date_uptonow,39.0,2
union_purchase_date_max,39.0,2
Y_hist_auth_month_diff_mean,39.0,1
hist_N_purchase_amount_mean_skew_x,38.75,2
hist_Y_purchase_amount_max_mean_y,38.75,2
new_purchase_date_ptp,38.5,4
new_purchase_amount_mean,38.25,4
union_month_diff_mean,38.25,3
new_purchase_amount_std,37.75,3
hist_N_purchase_amount_count_std_x,37.5,3
Y_union_auth_category_1_mean,37.25,4
hist_purchase_date_max,37.25,4
Y_union_month_nunique,36.75,2
union_authorized_flag_mean,36.5,1
N_union_auth_month_diff_mean,36.25,4
new_merchants_category_1_sum,36.0,3
Y_hist_auth_purchase_date_min,36.0,4
Y_hist_auth_month_diff_mean,35.75,4
hist_N_purchase_amount_skew_mean_x,35.75,2
hist_month_diff_mean,35.0,2
union_authorized_flag_mean,35.0,4
union_Y_purchase_amount_skew_skew,34.75,2
new_purchase_amount_mean,34.75,1
hist_N_purchase_amount_skew_skew_x,34.75,4
union_merchants_category_1_sum,34.75,4
hist_N_purchase_amount_skew_skew_x,34.5,3
N_hist_auth_installments_sum,34.5,3
hist_purchase_date_max,34.25,1
hist_N_purchase_amount_min_skew_x,34.25,2
Y_union_month_nunique_x,34.25,4
Y_union_auth_purchase_date_uptonow,33.75,1
hist_purchase_date_max,33.75,2
union_purchase_amount_median_skew,33.5,4
merchants_avg_sales_lag12_min,33.5,3
hist_Y_purchase_amount_skew_skew_x,33.5,3
historica_merchants_category_1_sum,33.25,4
new_purchase_date_min,32.75,2
new_purchase_amount_mean,32.75,2
Y_hist_auth_month_diff_mean,32.75,2
new_purchase_date_min,32.5,3
N_hist_auth_purchase_amount_min,32.25,2
hist_N_purchase_amount_count_skew_x,32.25,3
union_Y_month_lag_skew,32.25,3
new_purchase_date_max,32.0,3
Y_union_auth_category_1_mean,32.0,2
hist_Y_purchase_amount_max_mean_y,32.0,4
union_month_diff_mean,31.75,2
hist_purchase_amount_skew_skew,31.5,2
hist_purchase_amount_var_skew,31.5,3
hist_N_purchase_amount_skew_skew_x,31.5,1
Y_hist_auth_purchase_date_min,31.25,2
hist_purchase_amount_skew_skew,31.0,3
union_purchase_amount_skew_std,31.0,3
hist_N_purchase_amount_skew_mean_x,31.0,3
hist_N_purchase_amount_median_skew_x,31.0,2
union_purchase_date_uptonow,30.75,4
Y_union_auth_month_diff_mean,30.75,4
union_merchants_category_1_sum,30.5,1
hist_N_purchase_amount_min_skew_x,30.25,3
new_purchase_amount_std,30.0,2
new_purchase_amount_count_mean,29.75,3
hist_N_purchase_amount_max_skew_x,29.5,2
N_hist_auth_purchase_amount_min,29.5,3
hist_N_installments_skew_mean_x,29.5,2
hist_N_purchase_amount_var_skew_x,29.25,2
hist_N_purchase_amount_std_skew_x,29.25,3
hist_purchase_date_uptonow,29.25,3
new_purchase_amount_min_mean,29.25,3
merchants_active_months_lag12_skew,29.0,3
hist_purchase_amount_skew_std,28.75,3
new_purchase_amount_count_mean,28.75,2
Y_hist_auth_purchase_date_min,28.75,3
hist_N_purchase_amount_skew_mean_x,28.75,4
new_purchase_date_min,28.5,1
Y_hist_auth_purchase_date_max,28.5,3
Y_union_auth_month_diff_mean,28.5,1
Y_hist_auth_purchase_date_min,28.5,1
new_merchants_category_1_sum,28.5,4
union_merchants_category_1_sum,28.5,2
N_hist_auth_purchase_amount_sum,28.5,3
Y_union_auth_category_1_mean,28.25,1
N_union_auth_month_diff_mean,28.25,1
Y_union_auth_purchase_date_uptonow,28.0,4
new_merchants_category_1_mean,28.0,3
new_purchase_amount_sum,27.75,3
Y_union_month_nunique_x,27.5,2
union_authorized_flag_mean,27.5,2
union_month_diff_mean,27.5,1
union_purchase_date_max,27.5,1
new_purchase_month_std,27.25,2
Y_union_auth_month_diff_std,27.25,2
union_merchants_category_1_mean,27.25,1
N_hist_auth_installments_sum,27.25,4
merchants_avg_purchases_lag3_min,27.0,1
new_purchase_amount_count_mean,27.0,4
N_hist_auth_purchase_date_uptonow,27.0,3
Y_hist_auth_purchase_date_uptonow,27.0,3
score_numerical_skew,26.75,3
Y_hist_auth_purchase_date_uptonow,26.75,2
Y_hist_auth_purchase_date_max,26.5,1
union_category_1_mean,26.5,3
union_purchase_amount_median_skew,26.5,3
union_Y_purchase_amount_skew_skew,26.5,3
hist_Y_purchase_amount_max_mean_y,26.5,1
hist_N_purchase_amount_max_skew_x,26.25,3
hist_purchase_date_min,26.25,3
union_category_1_mean,26.25,2
union_purchase_amount_skew_skew,26.25,2
union_Y_purchase_amount_skew_skew,26.0,4
new_month_diff_mean,26.0,3
merchants_avg_sales_lag12_min,26.0,1
new_purchase_date_max,26.0,2
hist_N_month_lag_std_x,25.75,3
Y_union_auth_purchase_date_max,25.75,3
Y_hist_auth_purchase_date_max,25.75,2
hist_N_purchase_amount_var_skew_x,25.75,4
new_merchants_category_1_sum,25.75,1
new_month_diff_mean,25.75,2
hist_N_purchase_amount_skew_std_x,25.75,3
union_Y_month_lag_skew,25.75,2
merchants_avg_sales_lag12_min,25.75,2
hist_purchase_date_min,25.5,2
new_purchase_amount_count_mean,25.5,1
hist_N_month_lag_skew_x,25.5,2
hist_N_purchase_amount_median_skew_x,25.5,1
new_purchase_amount_sum,25.5,1
Y_union_auth_month_lag_mean,25.5,3
hist_Y_purchase_amount_var_skew_x,25.25,3
hist_N_purchase_amount_count_skew_x,25.25,2
hist_N_purchase_amount_mean_skew_x,25.25,1
hist_N_purchase_amount_mean_skew_x,25.25,4
num,25.25,3
new_purchase_amount_mean_mean,25.25,3
union_Y_purchase_amount_median_skew,25.0,3
new_purchase_amount_min_mean,25.0,4
Y_union_auth_month_diff_std,25.0,3
Y_union_auth_purchase_month_std,25.0,3
hist_N_purchase_amount_min_std_x,25.0,3
hist_N_purchase_amount_max_skew_x,25.0,1
N_hist_auth_purchase_date_average,25.0,3
score_log3_median,24.75,2
merchants_avg_purchases_lag3_median,24.75,2
hist_Y_purchase_amount_std_skew_x,24.75,3
hist_Y_purchase_amount_skew_std_x,24.75,3
merchants_avg_purchases_lag3_min,24.5,2
union_Y_month_lag_skew,24.5,1
score_log3_median,24.5,3
union_purchase_date_max,24.5,4
hist_N_purchase_amount_median_skew_x,24.25,4
hist_N_purchase_amount_std_skew_x,24.25,4
hist_N_purchase_amount_mean_skew_x,24.25,3
hist_N_purchase_amount_var_skew_x,24.25,1
union_Y_purchase_amount_count_skew,24.25,3
Y_union_auth_month_lag_std,24.25,3
hist_N_month_lag_skew_x,24.0,3
new_purchase_date_max,24.0,1
N_hist_auth_installments_sum,24.0,1
hist_N_purchase_amount_count_mean_x,24.0,2
Y_hist_auth_purchase_date_average,23.75,3
hist_N_purchase_amount_median_skew_x,23.75,3
nan_count,23.75,3
historica_merchants_merchant_group_id_nunique,23.75,3
new_purchase_month_max,23.5,2
hist_Y_purchase_amount_max_skew_x,23.5,3
hist_N_installments_skew_std_x,23.5,4
union_Y_purchase_amount_skew_skew,23.5,1
merchants_avg_sales_lag3_min,23.5,3
hist_N_installments_skew_skew_x,23.5,1
hist_N_purchase_amount_max_skew_x,23.5,4
N_hist_auth_purchase_date_ptp,23.25,3
hist_N_purchase_amount_min_skew_x,23.25,4
hist_Y_purchase_amount_var_skew_x,23.25,2
new_purchase_amount_min,23.25,2
historica_merchants_category_4_sum,23.25,3
hist_purchase_amount_median_skew,23.25,3
hist_N_purchase_amount_count_skew_x,23.25,1
N_hist_auth_purchase_month_mean,23.25,3
hist_purchase_amount_median_skew,23.25,2
N_hist_auth_purchase_amount_sum,23.25,2
Y_hist_auth_category_1_mean,23.0,3
hist_N_purchase_amount_min_skew_x,23.0,1
union_purchase_amount_median_skew,23.0,1
N_hist_auth_purchase_amount_min,23.0,1
hist_N_purchase_amount_count_skew_x,23.0,4
union_purchase_amount_count_skew,22.75,3
union_purchase_amount_skew_skew,22.75,3
hist_Y_purchase_amount_skew_skew_x,22.75,4
new_purchase_amount_median_mean,22.75,2
union_month_lag_skew,22.75,4
hist_N_purchase_amount_count_std_x,22.75,2
Y_hist_auth_month_lag_mean,22.75,3
Y_union_auth_purchase_date_max,22.75,1
hist_Y_purchase_amount_min_skew_x,22.5,2
merchants_active_months_lag12_mean,22.5,3
hist_Y_purchase_amount_count_skew_x,22.5,2
union_purchase_amount_var_skew,22.5,3
hist_Y_installments_skew_skew_x,22.5,3
new_purchase_amount_min,22.5,4
hist_purchase_amount_var_skew,22.5,2
hist_purchase_amount_median_skew,22.5,4
new_purchase_amount_min,22.5,3
Y_hist_auth_month_lag_mean,22.25,4
Y_union_auth_purchase_date_uptonow,22.25,2
merchants_active_months_lag12_std,22.25,3
new_merchants_category_1_mean,22.0,1
merchants_active_months_lag12_std,22.0,2
hist_purchase_date_uptonow,22.0,2
N_hist_auth_installments_sum,22.0,2
new_purchase_month_std,22.0,1
score_log3_skew,22.0,3
hist_Y_purchase_amount_skew_mean_x,22.0,3
union_Y_purchase_amount_std_skew,22.0,3
union_authorized_flag_std,22.0,2
hist_purchase_amount_std_skew,21.75,3
union_Y_purchase_amount_median_skew,21.75,4
new_month_diff_mean,21.75,4
union_purchase_amount_skew_skew,21.75,4
hist_N_purchase_amount_min_std_x,21.75,2
historica_merchants_category_1_sum,21.75,1
hist_Y_purchase_amount_mean_mean_x,21.75,4
N_union_auth_purchase_date_average,21.5,3
union_month_diff_mean,21.5,4
hist_Y_purchase_amount_skew_std_x,21.5,4
hist_N_installments_skew_skew_x,21.5,3
new_purchase_month_max,21.5,1
hist_Y_purchase_amount_mean_mean_x,21.5,2
new_purchase_month_std,21.25,3
union_Y_installments_skew_skew,21.25,4
Y_hist_auth_purchase_date_max,21.25,4
hist_N_purchase_amount_skew_std_x,21.25,4
hist_N_purchase_amount_skew_mean_x,21.25,1
Y_union_auth_month_diff_std,21.25,1
hist_purchase_amount_skew_skew,21.0,1
union_month_lag_mean_x,21.0,3
merchants_avg_purchases_lag3_min,21.0,4
union_purchase_month_std,21.0,3
union_Y_purchase_amount_var_skew,21.0,3
hist_Y_installments_std_skew_x,21.0,3
new_month_diff_mean,21.0,1
Y_union_auth_purchase_date_uptonow,20.75,3
new_merchants_numerical_1_median,20.75,2
new_purchase_month_max,20.75,3
N_hist_auth_purchase_date_min,20.75,3
merchants_avg_purchases_lag6_min,20.75,2
hist_purchase_amount_skew_mean,20.75,2
hist_purchase_date_min,20.5,4
hist_purchase_amount_var_skew,20.5,4
hist_purchase_amount_max_mean,20.5,1
N_hist_auth_merchant_category_id_nunique,20.5,3
score_numerical_skew,20.5,4
union_Y_installments_max_skew,20.5,3
N_hist_auth_purchase_amount_min,20.5,4
union_purchase_amount_skew_std,20.5,4
union_purchase_amount_skew_mean,20.5,4
hist_N_installments_skew_std_x,20.5,1
hist_purchase_amount_max_mean,20.25,3
merchants_avg_purchases_lag3_median,20.25,1
N_hist_auth_purchase_amount_sum,20.25,4
new_purchase_month_min,20.25,3
hist_N_purchase_amount_skew_std_x,20.25,2
union_Y_installments_skew_skew,20.25,1
hist_installments_std_skew,20.25,3
new_purchase_date_min,20.25,4
merchants_avg_purchases_lag3_min,20.0,3
merchants_avg_sales_lag12_min,20.0,4
union_Y_purchase_amount_skew_std,20.0,3
hist_N_installments_var_skew_x,20.0,3
Y_union_auth_purchase_date_max,20.0,2
union_purchase_amount_median_skew,20.0,2
N_hist_auth_category_1_mean,20.0,3
merchants_avg_purchases_lag6_min,20.0,3
hist_Y_purchase_amount_min_skew_x,20.0,3
score_log6_median,20.0,2
hist_Y_purchase_amount_count_skew_x,20.0,1
union_merchants_category_1_mean,20.0,3
union_merchants_category_1_mean,20.0,4
union_Y_installments_skew_mean,20.0,2
hist_purchase_amount_median_skew,20.0,1
Y_union_auth_month_lag_std,20.0,2
hist_Y_purchase_amount_std_skew_x,20.0,2
new_purchase_amount_median_mean,19.75,1
Y_hist_auth_purchase_month_std,19.75,3
hist_N_installments_std_skew_x,19.75,3
score_numerical_skew,19.75,2
union_merchants_category_1_mean,19.75,2
merchants_avg_purchases_lag6_median,19.75,3
union_Y_installments_skew_mean,19.75,1
union_purchase_amount_max_skew,19.75,3
hist_installments_sum,19.75,3
Y_hist_auth_purchase_date_uptonow,19.75,1
historica_merchants_merchant_group_id_nunique,19.75,4
union_Y_purchase_amount_count_skew,19.5,2
new_purchase_amount_min_mean,19.5,1
new_purchase_date_max,19.5,4
hist_purchase_amount_median_mean,19.5,3
union_purchase_amount_skew_mean,19.5,2
score_log12_median,19.5,3
N_hist_auth_purchase_amount_sum,19.5,1
union_purchase_amount_skew_skew,19.5,1
hist_N_installments_skew_mean_x,19.25,3
merchants_active_months_lag12_std,19.25,4
merchants_active_months_lag12_skew,19.25,2
hist_purchase_date_uptonow,19.25,4
hist_N_installments_skew_std_x,19.25,3
union_Y_purchase_amount_skew_mean,19.25,3
hist_Y_installments_median_skew_x,19.25,3
hist_purchase_amount_var_skew,19.25,1
union_installments_skew_mean,19.25,1
new_purchase_amount_sum,19.25,2
merchants_avg_sales_lag3_min,19.25,2
hist_N_installments_var_skew_x,19.25,1
Y_hist_auth_category_1_mean,19.25,2
hist_Y_month_lag_skew_x,19.25,3
score_numerical_skew,19.0,1
hist_12_2017_rate,19.0,2
N_hist_auth_purchase_date_uptonow,19.0,1
hist_N_month_lag_std_x,19.0,4
hist_month_lag_mean_y,19.0,3
merchants_avg_purchases_lag3_median,19.0,3
Y_hist_auth_month_diff_std,19.0,3
score_log12_median,19.0,1
hist_N_purchase_amount_count_mean_x,19.0,3
hist_purchase_amount_max_skew,19.0,3
Y_union_auth_purchase_date_max,19.0,4
hist_Y_purchase_amount_count_skew_x,19.0,3
N_hist_auth_month_lag_mean,19.0,2
hist_N_purchase_amount_count_std_x,19.0,4
N_hist_auth_purchase_date_average,19.0,2
union_month_lag_mean_x,19.0,2
score_log6_max,18.75,3
merchants_avg_sales_lag3_min,18.75,1
num,18.75,1
hist_purchase_amount_std_skew,18.75,2
hist_purchase_month_std,18.75,3
hist_N_installments_var_skew_x,18.75,2
union_Y_purchase_amount_skew_mean,18.75,1
hist_purchase_amount_skew_skew,18.75,4
hist_Y_installments_skew_skew_x,18.75,4
hist_7_2017_rate,18.75,2
new_merchants_category_1_mean,18.75,4
hist_Y_installments_max_skew_x,18.75,2
union_Y_installments_skew_mean,18.75,3
merchants_avg_purchases_lag12_median,18.5,3
hist_Y_purchase_amount_count_skew_x,18.5,4
union_purchase_amount_mean_skew,18.5,2
hist_Y_installments_var_skew_x,18.5,3
N_hist_auth_purchase_month_std,18.5,3
merchants_avg_purchases_lag6_median,18.5,2
new_merchants_category_1_mean,18.5,2
hist_installments_max_skew,18.5,3
hist_Y_installments_skew_skew_x,18.25,2
score_log3_max,18.25,3
merchants_avg_sales_lag12_median,18.25,3
N_hist_auth_month_lag_mean,18.25,4
hist_month_diff_std,18.25,3
union_Y_purchase_amount_mean_skew,18.25,2
merchants_avg_purchases_lag6_min,18.25,4
merchants_avg_sales_lag3_skew,18.25,3
union_Y_purchase_amount_count_skew,18.25,4
historica_merchants_numerical_2_skew,18.25,3
hist_N_purchase_amount_std_std_x,18.25,3
union_Y_month_lag_mean,18.0,3
union_Y_month_lag_mean,18.0,4
new_purchase_month_std,18.0,4
union_category_1_mean,18.0,1
Y_hist_auth_month_lag_mean,18.0,2
hist_10_2017_rate,18.0,3
union_authorized_flag_std,18.0,1
merchants_avg_sales_lag12_median,18.0,2
Y_union_auth_month_lag_mean,18.0,2
score_log12_max,18.0,1
union_month_diff_std,18.0,3
union_Y_purchase_amount_mean_skew,18.0,3
historica_merchants_category_4_sum,17.75,1
N_hist_auth_purchase_date_uptonow,17.75,2
hist_N_purchase_amount_skew_std_x,17.75,1
hist_Y_installments_mean_skew_x,17.75,3
score_log6_max,17.75,2
score_log6_median,17.75,3
hist_9_2017_rate,17.75,3
union_N_purchase_amount_min_skew,17.75,2
union_month_lag_skew,17.75,2
hist_Y_installments_median_skew_x,17.75,2
union_Y_purchase_amount_var_skew,17.5,2
union_2_2018_rate,17.5,3
N_hist_auth_purchase_date_uptonow,17.5,4
union_month_nunique,17.5,1
num,17.5,2
N_hist_auth_purchase_date_ptp,17.5,1
union_installments_max_skew,17.5,3
hist_Y_installments_skew_skew_x,17.5,1
hist_Y_purchase_amount_skew_mean_x,17.5,2
hist_purchase_date_uptonow,17.5,1
hist_N_installments_median_skew_x,17.5,3
Y_hist_auth_purchase_date_average,17.5,4
merchants_avg_purchases_lag12_skew,17.5,3
hist_Y_installments_max_skew_x,17.5,4
union_purchase_amount_skew_mean,17.5,3
merchants_avg_sales_lag6_min,17.25,1
hist_month_diff_std,17.25,2
union_purchase_amount_count_skew,17.25,4
hist_purchase_amount_skew_mean,17.25,4
historica_merchants_numerical_1_skew,17.25,3
new_purchase_amount_min_mean,17.25,2
union_month_lag_skew,17.25,3
score_log12_skew,17.25,3
hist_Y_purchase_amount_std_skew_x,17.25,4
hist_Y_purchase_amount_skew_skew_x,17.25,1
union_category_1_mean,17.25,4
hist_Y_installments_mean_skew_x,17.25,1
hist_Y_purchase_amount_skew_skew_x,17.25,2
hist_Y_purchase_amount_std_skew_x,17.0,1
union_month_diff_std,17.0,4
union_Y_installments_skew_skew,17.0,2
N_hist_auth_purchase_month_mean,17.0,2
hist_purchase_amount_skew_std,17.0,4
union_month_lag_mean_y,17.0,2
union_month_lag_mean_y,17.0,4
Y_hist_auth_month_diff_std,17.0,2
N_hist_auth_purchase_month_std,17.0,2
Y_hist_auth_purchase_date_average,17.0,2
merchants_avg_sales_lag12_std,17.0,3
union_N_purchase_amount_skew_skew,17.0,4
hist_Y_month_lag_skew_x,17.0,2
N_hist_auth_purchase_date_max,17.0,3
union_purchase_date_ptp,17.0,3
num,17.0,4
hist_installments_skew_std,17.0,3
hist_Y_installments_max_skew_x,17.0,3
hist_Y_purchase_amount_median_skew_x,16.75,3
hist_Y_purchase_amount_skew_std_x,16.75,2
hist_Y_purchase_amount_skew_mean_x,16.75,1
N_hist_auth_purchase_date_average,16.75,1
hist_Y_installments_skew_mean_x,16.75,3
hist_N_purchase_amount_count_std_x,16.75,1
hist_purchase_amount_count_skew,16.75,3
hist_N_installments_skew_std_x,16.75,2
merchants_active_months_lag12_std,16.75,1
hist_Y_month_lag_skew_x,16.75,1
merchants_avg_sales_lag6_min,16.75,2
Y_union_auth_month_lag_mean,16.75,4
union_Y_purchase_amount_min_skew,16.75,3
union_purchase_amount_skew_std,16.75,1
nan_count,16.75,2
union_month_lag_mean_y,16.75,3
hist_Y_purchase_amount_mean_skew_x,16.75,3
merchants_avg_sales_lag6_min,16.75,3
hist_installments_skew_skew,16.5,3
hist_N_month_lag_std_x,16.5,1
hist_purchase_amount_median_mean,16.5,4
union_purchase_amount_std_skew,16.5,3
hist_12_2017_rate,16.5,3
merchants_avg_purchases_lag12_min,16.5,3
score_log3_skew,16.5,1
hist_purchase_amount_min_skew,16.5,1
merchants_avg_purchases_lag6_median,16.5,4
hist_purchase_amount_skew_var,16.5,3
score_log6_median,16.5,1
score_log12_skew,16.5,1
hist_month_lag_skew,16.5,3
hist_purchase_amount_min_skew,16.5,3
union_month_nunique,16.5,3
hist_installments_skew_std,16.25,4
score_log3_max,16.25,4
union_Y_installments_skew_mean,16.25,4
union_Y_month_lag_mean,16.25,2
N_hist_auth_month_lag_mean,16.25,3
hist_8_2017_rate,16.25,1
merchants_avg_purchases_lag3_std,16.25,2
union_Y_installments_var_skew,16.25,3
Y_union_auth_month_diff_std,16.25,4
union_installments_skew_mean,16.25,3
hist_6_2017_rate,16.25,3
Y_union_auth_purchase_month_mean,16.25,3
union_N_purchase_amount_skew_skew,16.25,3
hist_purchase_amount_mean_skew,16.25,3
union_Y_purchase_amount_count_skew,16.0,1
Y_union_auth_purchase_month_std,16.0,4
historica_merchants_merchant_group_id_nunique,16.0,1
union_Y_month_lag_mean,16.0,1
score_log6_max,16.0,1
Y_hist_auth_merchant_id_nunique,16.0,2
nan_count,16.0,4
union_Y_purchase_amount_median_skew,16.0,2
hist_installments_sum,16.0,4
union_Y_purchase_amount_skew_mean,16.0,2
new_purchase_amount_median_mean,16.0,3
hist_8_2017_rate,16.0,3
new_purchase_amount_median_mean,16.0,4
Y_hist_auth_purchase_date_average,16.0,1
feature_2,16.0,3
score_log12_max,16.0,3
hist_installments_var_skew,16.0,3
hist_purchase_amount_skew_mean,16.0,3
new_purchase_amount_mean_mean,15.75,2
historica_merchants_category_2_sum,15.75,2
hist_Y_purchase_amount_max_skew_x,15.75,4
hist_12_2017_rate,15.75,4
new_purchase_amount_skew_mean,15.75,2
hist_Y_purchase_amount_max_skew_x,15.75,2
union_purchase_month_std,15.75,4
union_Y_purchase_amount_skew_std,15.75,2
hist_N_purchase_amount_min_mean_x,15.75,3
score_numerical_median,15.75,1
union_purchase_amount_var_skew,15.75,2
hist_Y_purchase_amount_count_mean_x,15.75,3
union_N_purchase_amount_max_skew,15.75,2
union_purchase_amount_min_skew,15.75,2
score_log3_median,15.75,4
hist_N_installments_median_skew_x,15.75,4
hist_Y_purchase_amount_var_skew_x,15.75,1
merchants_avg_purchases_lag6_median,15.75,1
hist_Y_installments_var_skew_x,15.75,1
hist_purchase_amount_count_skew,15.75,2
Y_union_auth_month_lag_mean,15.5,1
merchants_avg_sales_lag3_min,15.5,4
union_Y_purchase_amount_var_skew,15.5,1
hist_category_1_mean,15.5,3
merchants_avg_sales_lag6_median,15.5,3
union_month_nunique_x,15.5,2
new_purchase_amount_sum,15.5,4
new_merchants_numerical_1_std,15.5,3
hist_5_2017_rate,15.5,2
hist_Y_installments_std_skew_x,15.5,4
Y_hist_auth_purchase_date_ptp,15.5,3
hist_Y_installments_median_skew_x,15.5,4
N_hist_auth_purchase_date_ptp,15.5,2
hist_purchase_amount_median_std,15.5,3
union_installments_skew_std,15.5,3
union_month_diff_std,15.5,2
merchants_avg_purchases_lag3_skew,15.5,4
union_Y_purchase_amount_std_skew,15.5,2
union_purchase_amount_count_skew,15.5,2
Y_union_auth_purchase_amount_min,15.5,3
union_Y_installments_mean_skew,15.25,3
hist_7_2017_rate,15.25,3
Y_hist_auth_month_lag_std,15.25,2
hist_Y_purchase_amount_mean_skew_x,15.25,1
union_Y_installments_mean_skew,15.25,1
N_hist_auth_installments_std,15.25,3
Y_hist_auth_purchase_date_ptp,15.25,1
hist_N_installments_mean_skew_x,15.25,3
union_purchase_amount_min_skew,15.25,3
Y_hist_auth_purchase_month_std,15.25,1
hist_N_purchase_amount_std_mean_x,15.25,3
hist_N_purchase_amount_mean_std_x,15.25,2
merchants_avg_purchases_lag12_median,15.25,2
union_N_purchase_amount_mean_skew,15.25,2
N_union_auth_purchase_date_average,15.25,2
hist_month_lag_mean_x,15.25,3
merchants_avg_sales_lag12_skew,15.25,3
merchants_active_months_lag12_skew,15.25,1
union_purchase_month_std,15.25,2
Y_union_auth_month_lag_max,15.25,3
score_log3_skew,15.25,2
hist_purchase_amount_count_skew,15.25,1
Y_union_auth_month_lag_max,15.0,2
hist_N_installments_std_std_x,15.0,1
score_log3_skew,15.0,4
N_hist_auth_month_lag_mean,15.0,1
union_weekofyear_nunique,15.0,4
hist_Y_purchase_amount_skew_std_x,15.0,1
hist_N_purchase_amount_count_mean_x,15.0,4
union_N_purchase_amount_min_skew,15.0,4
hist_N_purchase_amount_var_std_x,15.0,3
score_log12_median,15.0,2
hist_N_purchase_amount_median_std_x,15.0,2
hist_purchase_amount_max_skew,15.0,2
merchants_active_months_lag12_skew,15.0,4
new_merchants_numerical_2_median,15.0,2
historica_merchants_merchant_group_id_nunique,15.0,2
hist_installments_sum,15.0,2
hist_installments_max_skew,15.0,2
score_log3_max,15.0,1
Y_union_auth_purchase_month_mean,15.0,2
N_union_hour_nunique_x,15.0,3
new_merchants_numerical_1_median,14.75,3
hist_Y_purchase_amount_median_skew_x,14.75,1
historica_merchants_category_1_mean,14.75,3
Y_hist_auth_purchase_date_uptonow,14.75,4
score_numerical_median,14.75,3
N_union_auth_purchase_date_average,14.75,1
union_Y_purchase_amount_mean_skew,14.75,4
score_log12_max,14.75,2
union_weekofyear_nunique_x,14.75,3
union_authorized_flag_std,14.75,4
union_Y_purchase_amount_max_skew,14.5,2
union_purchase_amount_count_skew,14.5,1
hist_N_installments_mean_skew_x,14.5,2
N_hist_auth_purchase_amount_std,14.5,3
union_Y_purchase_amount_max_skew,14.5,1
hist_installments_skew_skew,14.5,4
hist_installments_skew_skew,14.5,2
hist_Y_purchase_amount_median_skew_x,14.5,2
Y_hist_auth_category_1_mean,14.5,4
N_hist_auth_purchase_month_mean,14.5,4
N_union_weekofyear_nunique_x,14.5,4
hist_purchase_amount_max_mean,14.5,2
union_month_lag_std_y,14.5,3
merchants_avg_sales_lag6_skew,14.5,3
union_purchase_amount_var_skew,14.5,4
merchants_avg_purchases_lag3_skew,14.5,3
union_Y_purchase_amount_mean_skew,14.5,1
hist_Y_installments_var_skew_x,14.5,4
union_N_purchase_amount_max_skew,14.5,3
hist_N_installments_skew_mean_x,14.5,1
hist_Y_installments_skew_mean_x,14.5,1
hist_Y_installments_std_skew_x,14.5,1
