feature,importance,fold
hist_Y_purchase_amount_var_skew_x,38.25,1
historica_merchants_category_1_sum,38.25,1
union_authorized_flag_mean,38.25,4
hist_N_purchase_amount_skew_mean_x,38.25,2
hist_purchase_date_max,38.0,2
hist_N_purchase_amount_median_skew_x,38.0,2
Y_union_month_nunique_x,38.0,4
union_purchase_amount_skew_mean,38.0,4
N_hist_auth_purchase_amount_sum,38.0,1
hist_Y_purchase_amount_skew_skew_x,37.75,1
N_hist_auth_purchase_amount_min,37.75,1
Y_union_month_nunique_x,37.25,3
hist_month_diff_mean,37.0,2
hist_Y_purchase_amount_min_mean_y,37.0,1
new_purchase_month_std,37.0,1
new_purchase_date_min,37.0,2
hist_month_diff_mean,36.5,3
union_merchants_category_1_sum,36.5,1
union_Y_purchase_amount_skew_skew,36.25,1
hist_N_purchase_amount_skew_skew_x,36.25,3
Y_hist_auth_month_diff_mean,36.0,3
hist_N_purchase_amount_max_skew_x,35.75,4
union_installments_skew_mean,35.75,1
N_hist_auth_purchase_date_uptonow,35.5,4
hist_N_purchase_amount_median_skew_x,35.5,4
new_purchase_amount_mean,35.5,2
hist_purchase_date_max,35.25,3
hist_N_purchase_amount_count_std_x,35.0,3
hist_Y_month_lag_skew_x,34.75,1
Y_hist_auth_purchase_date_uptonow,34.75,1
union_Y_purchase_amount_skew_mean,34.5,1
hist_N_purchase_amount_var_skew_x,34.5,1
hist_N_purchase_amount_std_skew_x,34.5,4
union_purchase_amount_skew_std,34.5,3
union_category_1_mean,34.0,1
historica_merchants_category_1_sum,33.75,4
Y_union_auth_category_1_mean,33.75,2
hist_Y_purchase_amount_count_skew_x,33.5,1
union_purchase_amount_count_skew,33.0,1
union_Y_purchase_amount_skew_skew,33.0,4
hist_Y_purchase_amount_mean_mean_x,33.0,4
Y_hist_auth_purchase_date_max,32.75,4
union_Y_installments_skew_mean,32.5,1
union_installments_skew_std,32.5,1
new_merchants_category_1_sum,32.5,3
hist_Y_purchase_amount_mean_skew_x,32.5,1
union_Y_purchase_amount_count_skew,32.5,1
union_Y_purchase_amount_skew_skew,32.25,2
hist_N_purchase_amount_skew_std_x,32.25,2
union_purchase_amount_skew_skew,32.25,4
hist_N_purchase_amount_count_std_x,32.0,1
union_Y_installments_skew_skew,32.0,1
hist_N_purchase_amount_min_skew_x,31.75,3
union_Y_month_lag_mean,31.75,1
new_purchase_amount_sum,31.75,1
hist_N_purchase_amount_max_skew_x,31.75,2
union_purchase_amount_skew_skew,31.75,2
hist_N_installments_skew_skew_x,31.75,1
Y_union_month_nunique_x,31.75,2
historica_merchants_category_1_sum,31.75,3
N_hist_auth_installments_sum,31.5,4
hist_N_purchase_amount_var_skew_x,31.5,2
score_numerical_skew,31.25,1
union_month_lag_mean_y,31.25,1
hist_Y_purchase_amount_min_mean_y,31.25,4
hist_N_installments_skew_std_x,31.25,1
new_merchants_category_1_mean,31.0,1
new_purchase_amount_std,31.0,2
union_purchase_amount_var_skew,31.0,1
union_authorized_flag_mean,31.0,3
hist_N_installments_skew_std_x,31.0,4
merchants_avg_purchases_lag6_median,30.75,1
Y_union_auth_month_lag_mean,30.75,1
hist_Y_purchase_amount_median_skew_x,30.75,1
score_log6_median,30.75,1
score_log3_median,30.5,1
hist_Y_purchase_amount_std_skew_x,30.5,1
hist_Y_purchase_amount_skew_skew_x,30.25,4
new_purchase_amount_min,30.0,4
hist_Y_purchase_amount_skew_mean_x,30.0,1
union_purchase_amount_skew_mean,29.75,2
union_Y_month_lag_skew,29.5,3
historica_merchants_category_4_sum,29.5,1
new_merchants_category_1_sum,29.5,4
union_category_1_mean,29.25,3
union_purchase_amount_std_skew,29.25,1
Y_hist_auth_purchase_date_max,29.25,2
hist_purchase_date_uptonow,29.25,1
Y_union_auth_purchase_date_max,29.25,3
N_hist_auth_installments_sum,29.25,3
new_merchants_category_1_sum,29.25,1
hist_Y_installments_var_skew_x,29.25,1
hist_N_purchase_amount_mean_skew_x,29.0,4
union_8_2017_rate,29.0,1
new_merchants_category_1_mean,29.0,3
hist_Y_purchase_amount_min_mean_y,28.75,3
union_Y_purchase_amount_min_skew,28.75,1
hist_Y_purchase_amount_median_mean_y,28.75,2
union_merchants_category_1_sum,28.75,2
hist_month_lag_mean,28.75,1
score_numerical_skew,28.75,4
hist_Y_purchase_amount_count_mean_y,28.75,4
hist_N_month_lag_skew_x,28.75,1
hist_N_purchase_amount_std_skew_x,28.5,3
new_month_diff_mean,28.5,3
merchants_avg_sales_lag12_min,28.5,4
hist_Y_installments_skew_skew_x,28.5,1
hist_N_purchase_amount_count_mean_x,28.25,1
union_purchase_amount_mean_skew,28.25,1
hist_N_purchase_amount_skew_mean_x,28.0,3
merchants_avg_purchases_lag3_min,28.0,4
hist_N_installments_skew_mean_x,28.0,2
hist_N_purchase_amount_max_skew_x,28.0,3
hist_Y_installments_std_skew_x,28.0,1
union_purchase_amount_skew_std,27.75,4
hist_N_month_lag_std_x,27.75,1
hist_Y_purchase_amount_count_mean_y,27.75,2
new_month_diff_mean,27.5,4
union_purchase_month_std,27.5,1
Y_hist_auth_month_lag_std,27.5,1
hist_Y_installments_max_skew_x,27.5,1
union_month_diff_mean,27.5,2
Y_hist_auth_purchase_date_min,27.5,2
merchants_active_months_lag12_std,27.5,1
hist_Y_purchase_amount_count_mean_y,27.5,1
Y_hist_auth_purchase_date_average,27.5,1
hist_N_purchase_amount_min_std_x,27.5,1
hist_Y_purchase_amount_max_skew_x,27.25,1
hist_Y_purchase_amount_count_mean_y,27.25,3
hist_Y_purchase_amount_skew_std_x,27.0,1
union_installments_skew_skew,27.0,1
N_hist_auth_purchase_date_uptonow,27.0,2
hist_Y_purchase_amount_count_skew_x,27.0,4
hist_N_purchase_amount_mean_skew_x,27.0,3
N_hist_auth_month_lag_mean,26.75,1
Y_hist_auth_month_diff_mean,26.75,4
hist_N_purchase_amount_min_std_x,26.75,2
N_hist_auth_purchase_amount_sum,26.75,4
merchants_active_months_lag12_skew,26.75,3
hist_Y_purchase_amount_skew_skew_x,26.5,3
union_Y_purchase_amount_median_skew,26.5,4
union_purchase_amount_var_skew,26.5,4
Y_hist_auth_purchase_date_min,26.5,3
N_union_auth_purchase_date_average,26.5,1
union_category_1_mean,26.5,2
hist_N_purchase_amount_skew_std_x,26.25,4
score_numerical_skew,26.25,2
union_Y_month_lag_mean,26.25,4
score_log3_median,26.25,2
merchants_avg_sales_lag3_min,26.25,1
union_merchants_category_1_mean,26.25,4
union_month_lag_mean_x,26.25,4
hist_Y_installments_mean_skew_x,26.25,1
hist_Y_purchase_amount_median_mean_y,26.0,4
union_purchase_amount_max_skew,26.0,1
first_active_month_weekofyear,26.0,1
Y_union_auth_purchase_date_uptonow,26.0,4
hist_N_purchase_amount_std_skew_x,26.0,1
union_purchase_amount_min_skew,26.0,1
merchants_avg_sales_lag12_min,25.75,3
hist_N_purchase_amount_count_std_x,25.75,4
hist_N_purchase_amount_count_skew_x,25.75,4
historica_merchants_merchant_group_id_nunique,25.75,4
merchants_avg_purchases_lag3_min,25.75,2
union_authorized_flag_std,25.75,1
new_purchase_month_max,25.5,1
new_purchase_date_min,25.5,4
N_hist_auth_purchase_amount_sum,25.5,3
union_month_lag_skew,25.5,4
union_authorized_flag_mean,25.5,2
N_hist_auth_purchase_amount_min,25.5,4
merchants_active_months_lag12_skew,25.25,1
union_month_diff_std,25.25,4
new_purchase_date_min,25.25,3
N_hist_auth_purchase_amount_min,25.25,3
Y_union_auth_month_lag_mean,25.0,4
hist_purchase_date_uptonow,25.0,4
union_purchase_amount_var_skew,25.0,3
hist_purchase_date_min,25.0,4
merchants_avg_purchases_lag3_min,24.75,3
historica_merchants_category_4_sum,24.75,3
hist_purchase_date_min,24.75,2
score_log12_skew,24.75,1
hist_N_purchase_amount_count_skew_x,24.75,2
hist_Y_purchase_amount_min_mean_y,24.75,2
hist_installments_sum,24.75,4
Y_hist_auth_purchase_date_max,24.75,3
merchants_avg_sales_lag12_min,24.5,2
union_month_lag_skew,24.5,1
hist_N_purchase_amount_count_skew_x,24.5,3
hist_purchase_date_min,24.5,1
N_hist_auth_month_lag_std,24.5,1
union_installments_var_skew,24.5,1
union_Y_purchase_amount_median_skew,24.5,1
score_numerical_median,24.5,1
Y_union_auth_month_diff_std,24.5,1
union_purchase_amount_skew_mean,24.5,1
new_purchase_amount_sum,24.5,3
union_authorized_flag_std,24.25,2
union_11_2017_rate,24.25,1
hist_N_purchase_amount_skew_std_x,24.25,3
union_month_lag_mean_x,24.25,1
union_purchase_amount_count_skew,24.25,3
N_hist_auth_purchase_date_min,24.25,1
hist_month_diff_std,24.0,1
hist_Y_installments_skew_skew_x,24.0,4
hist_N_installments_var_skew_x,24.0,1
Y_hist_auth_purchase_month_std,24.0,1
Y_hist_auth_installments_sum,24.0,1
hist_Y_purchase_amount_max_skew_x,24.0,3
union_12_2017_rate,24.0,1
hist_N_installments_skew_mean_x,23.75,1
new_purchase_month_std,23.75,2
union_Y_purchase_amount_skew_skew,23.75,3
hist_purchase_date_min,23.75,3
merchants_avg_sales_lag3_median,23.75,1
N_hist_auth_purchase_date_ptp,23.5,1
union_purchase_amount_median_skew,23.5,2
hist_Y_purchase_amount_std_skew_x,23.5,3
N_hist_auth_purchase_date_uptonow,23.5,3
hist_N_installments_std_std_x,23.5,1
N_hist_auth_purchase_month_mean,23.5,1
Y_union_auth_month_lag_std,23.25,1
hist_Y_purchase_amount_mean_skew_x,23.25,4
union_Y_purchase_amount_mean_skew,23.25,1
new_purchase_amount_min,23.25,3
N_hist_auth_purchase_amount_min,23.25,2
hist_Y_purchase_amount_min_skew_x,23.25,4
union_Y_purchase_amount_std_skew,23.25,3
union_Y_purchase_amount_var_skew,23.25,1
hist_Y_installments_skew_std_x,23.0,1
score_log3_max,23.0,1
N_hist_auth_merchant_category_id_nunique,23.0,3
hist_N_installments_skew_mean_x,23.0,4
union_Y_purchase_amount_count_skew,23.0,4
Y_hist_auth_month_diff_mean,23.0,2
hist_Y_purchase_amount_mean_mean_x,23.0,2
hist_Y_installments_skew_mean_x,22.75,1
union_purchase_amount_count_skew,22.75,4
union_Y_purchase_amount_skew_std,22.75,1
new_merchants_numerical_1_min,22.75,1
score_log3_skew,22.75,1
feature_1,22.75,4
Y_union_auth_purchase_date_max,22.75,4
union_Y_month_lag_skew,22.75,2
score_numerical_skew,22.75,3
union_month_diff_std,22.5,2
hist_Y_purchase_amount_std_skew_x,22.5,4
hist_N_month_lag_std_x,22.5,3
hist_N_installments_mean_skew_x,22.5,1
hist_N_purchase_amount_median_skew_x,22.25,3
union_purchase_amount_median_skew,22.25,3
Y_union_auth_purchase_month_std,22.25,1
union_Y_purchase_amount_std_skew,22.25,1
hist_N_month_lag_std_x,22.25,4
union_Y_installments_skew_skew,22.25,4
N_hist_auth_purchase_date_average,22.0,1
merchants_avg_purchases_lag3_median,22.0,2
union_installments_std_skew,22.0,1
union_installments_min_skew,22.0,1
union_installments_skew_std,22.0,3
union_Y_installments_var_skew,22.0,1
hist_Y_purchase_amount_mean_mean_y,22.0,3
hist_Y_purchase_amount_var_skew_x,22.0,2
union_purchase_amount_skew_std,22.0,2
union_Y_installments_skew_mean,22.0,2
score_log6_median,22.0,4
union_purchase_amount_std_skew,21.75,3
N_union_hour_nunique_x,21.75,1
hist_purchase_date_uptonow,21.75,2
union_Y_installments_max_skew,21.75,1
union_purchase_amount_std_skew,21.75,4
union_7_2017_rate,21.75,1
Y_hist_auth_month_lag_mean,21.75,4
hist_N_installments_median_skew_x,21.5,4
merchants_avg_purchases_lag6_min,21.5,1
hist_Y_purchase_amount_skew_std_x,21.5,4
new_purchase_amount_min,21.5,1
hist_installments_sum,21.5,1
merchants_avg_sales_lag6_min,21.5,1
union_purchase_amount_count_skew,21.5,2
union_installments_mean_skew,21.5,1
union_merchants_category_1_mean,21.5,2
new_purchase_amount_sum,21.5,2
score_log6_max,21.5,1
union_Y_purchase_amount_max_skew,21.25,1
union_category_1_mean,21.25,4
union_purchase_date_max,21.25,4
historica_merchants_merchant_group_id_nunique,21.25,1
hist_Y_purchase_amount_min_skew_x,21.25,2
N_hist_auth_purchase_date_average,21.25,3
Y_hist_auth_purchase_date_average,21.25,3
hist_Y_purchase_amount_skew_mean_x,21.25,3
union_purchase_date_max,21.25,3
Y_union_auth_month_lag_std,21.25,2
hist_N_purchase_amount_count_std_x,21.0,2
score_log6_max,21.0,4
hist_Y_installments_max_skew_x,21.0,4
score_log12_median,21.0,1
Y_hist_auth_category_1_mean,21.0,3
N_hist_auth_month_diff_std,21.0,1
merchants_active_months_lag12_std,21.0,4
new_purchase_amount_min,21.0,2
hist_Y_installments_var_skew_x,21.0,4
union_purchase_month_mean,21.0,1
union_installments_max_skew,21.0,1
N_hist_auth_month_lag_mean,21.0,4
union_Y_installments_mean_skew,20.75,1
new_purchase_month_std,20.75,4
Y_hist_auth_month_lag_mean,20.75,1
score_log12_median,20.75,3
Y_hist_auth_category_1_mean,20.75,4
hist_N_purchase_amount_count_mean_x,20.75,3
score_log3_std,20.75,1
hist_Y_installments_median_skew_x,20.75,1
union_Y_installments_skew_mean,20.75,4
hist_Y_purchase_amount_skew_skew_x,20.75,2
union_purchase_month_std,20.75,4
new_merchants_category_1_mean,20.75,4
score_log3_median,20.75,4
union_purchase_amount_var_skew,20.75,2
new_purchase_month_min,20.5,1
hist_Y_purchase_amount_var_skew_x,20.5,3
union_installments_skew_skew,20.5,4
hist_Y_purchase_amount_median_mean_x,20.5,1
Y_union_auth_month_diff_std,20.5,2
hist_Y_purchase_amount_median_mean_x,20.5,4
hist_Y_purchase_amount_var_skew_x,20.5,4
N_hist_auth_purchase_month_mean,20.25,3
merchants_avg_purchases_lag6_min,20.25,4
merchants_avg_purchases_lag12_median,20.25,1
score_log3_max,20.25,4
union_Y_purchase_amount_skew_std,20.25,4
N_hist_auth_purchase_date_ptp,20.25,4
hist_Y_purchase_amount_std_skew_x,20.25,2
merchants_active_months_lag12_std,20.25,3
hist_Y_purchase_amount_mean_mean_y,20.25,1
merchants_avg_purchases_lag3_median,20.25,4
union_month_nunique,20.25,1
Y_hist_auth_purchase_amount_mean,20.25,1
union_purchase_amount_min,20.25,1
score_log12_max,20.25,1
feature_1,20.0,3
union_purchase_amount_max_skew,20.0,3
N_hist_auth_purchase_amount_sum,20.0,2
hist_N_installments_skew_skew_x,20.0,4
union_Y_installments_min_skew,20.0,1
feature_1,20.0,1
hist_Y_installments_max_skew_x,20.0,2
Y_union_auth_month_lag_std,20.0,3
N_union_hour_nunique_x,19.75,4
hist_Y_month_lag_skew_x,19.75,4
N_hist_auth_purchase_month_mean,19.75,4
union_Y_purchase_amount_skew_mean,19.75,4
hist_Y_installments_mean_skew_x,19.75,3
hist_Y_purchase_amount_mean_skew_x,19.75,3
hist_N_installments_var_std_x,19.75,1
new_month_diff_mean,19.75,2
union_purchase_amount_skew_skew,19.75,3
hist_N_month_lag_skew_x,19.5,2
Y_hist_auth_purchase_date_ptp,19.5,1
union_weekofyear_nunique,19.5,1
hist_Y_installments_median_skew_x,19.5,4
hist_Y_month_lag_mean_x,19.25,1
hist_N_purchase_amount_count_mean_x,19.25,4
historica_merchants_merchant_group_id_nunique,19.25,3
new_purchase_month_min,19.25,4
hist_Y_purchase_amount_mean_mean_y,19.25,2
union_Y_purchase_amount_std_skew,19.25,4
new_purchase_month_max,19.25,2
union_purchase_month_std,19.25,3
hist_month_diff_std,19.25,4
new_purchase_amount_sum,19.25,4
union_installments_skew_std,19.25,2
N_union_auth_month_diff_mean,19.25,1
score_log3_skew,19.25,4
Y_union_auth_purchase_amount_min,19.25,4
merchants_avg_purchases_lag3_skew,19.25,1
union_purchase_amount_std_std,19.25,1
hist_Y_purchase_amount_median_skew_x,19.0,4
union_merchants_category_1_mean,19.0,3
historica_merchants_category_4_sum,19.0,4
hist_N_purchase_amount_std_mean_x,19.0,1
hist_N_purchase_amount_count_mean_x,19.0,2
hist_Y_purchase_amount_count_skew_x,19.0,3
merchants_active_months_lag12_std,19.0,2
hist_Y_purchase_amount_max_skew_x,19.0,4
union_Y_month_lag_skew,19.0,4
hist_purchase_month_std,19.0,1
hist_Y_purchase_amount_mean_mean_y,19.0,4
hist_purchase_month_std,18.75,4
union_Y_purchase_amount_count_skew,18.75,3
union_installments_std_skew,18.75,3
hist_Y_installments_min_skew_x,18.75,1
new_merchants_numerical_1_min,18.75,4
N_hist_auth_category_1_sum,18.75,1
merchants_active_months_lag12_skew,18.75,2
merchants_active_months_lag12_mean,18.75,1
hist_N_purchase_amount_min_mean_x,18.75,1
union_installments_max_skew,18.75,4
union_installments_max_skew,18.75,3
new_merchants_numerical_1_median,18.75,1
union_Y_purchase_amount_max_skew,18.75,4
merchants_avg_sales_lag12_skew,18.5,1
Y_hist_auth_purchase_month_std,18.5,3
new_merchants_category_1_mean,18.5,2
merchants_avg_sales_lag12_median,18.5,1
hist_month_diff_std,18.5,3
Y_hist_auth_purchase_date_average,18.5,4
union_purchase_amount_skew_var,18.5,1
union_purchase_amount_skew_mean,18.5,3
hist_month_lag_std,18.5,1
N_hist_auth_installments_sum,18.5,2
new_installments_mean,18.5,1
hist_N_installments_var_skew_x,18.5,2
union_Y_installments_std_skew,18.5,1
union_month_diff_std,18.5,3
Y_hist_auth_month_diff_std,18.25,1
union_purchase_date_max,18.25,2
union_purchase_amount_mean_skew,18.25,4
merchants_avg_purchases_lag3_std,18.25,4
hist_N_installments_std_skew_x,18.25,1
Y_union_auth_month_lag_mean,18.25,2
hist_N_purchase_amount_std_std_x,18.25,4
union_10_2017_rate,18.0,1
Y_union_auth_month_lag_mean,18.0,3
hist_Y_installments_skew_skew_x,18.0,3
hist_Y_purchase_amount_min_skew_x,18.0,3
union_installments_var_skew,18.0,3
union_purchase_amount_min_skew,18.0,2
Y_union_auth_purchase_month_std,18.0,4
merchants_avg_sales_lag3_min,18.0,3
hist_N_purchase_amount_min_std_x,18.0,4
score_log12_median,18.0,4
Y_union_auth_purchase_date_uptonow,18.0,3
N_hist_auth_month_lag_mean,18.0,3
score_log6_median,18.0,2
hist_Y_installments_std_skew_x,18.0,4
union_purchase_amount_median_mean,18.0,1
hist_Y_purchase_amount_skew_mean_x,18.0,4
hist_N_month_lag_skew_x,18.0,4
union_purchase_amount_median_mean,18.0,4
hist_N_purchase_amount_min_std_x,17.75,3
union_Y_installments_max_skew,17.75,3
nan_count,17.75,4
union_Y_purchase_amount_skew_mean,17.75,3
new_month_lag_std,17.75,1
union_Y_purchase_amount_var_skew,17.75,2
hist_Y_purchase_amount_skew_mean_y,17.75,2
Y_hist_auth_purchase_date_uptonow,17.75,3
union_Y_installments_min_mean,17.75,1
hist_Y_month_lag_skew_x,17.75,3
hist_Y_installments_median_skew_x,17.75,2
hist_Y_month_lag_skew_x,17.5,2
hist_purchase_date_ptp,17.5,1
Y_hist_auth_month_lag_mean,17.5,3
merchants_avg_sales_lag6_median,17.5,1
Y_union_auth_purchase_date_max,17.5,2
merchants_avg_purchases_lag6_min,17.5,3
hist_N_purchase_amount_var_std_x,17.5,1
feature_2,17.5,1
union_Y_purchase_amount_min_skew,17.5,3
merchants_avg_purchases_lag12_median,17.5,2
union_month_lag_mean_x,17.5,2
hist_N_installments_mean_skew_x,17.5,3
hist_Y_installments_std_skew_x,17.5,3
union_month_lag_skew,17.5,2
hist_N_purchase_amount_median_std_x,17.5,1
N_hist_auth_month_lag_mean,17.25,2
Y_hist_auth_purchase_date_uptonow,17.25,2
new_merchants_numerical_1_median,17.25,2
hist_Y_purchase_amount_count_mean_x,17.25,1
merchants_avg_purchases_lag3_std,17.25,2
hist_Y_purchase_amount_mean_mean_x,17.25,1
Y_union_auth_purchase_amount_min,17.25,1
new_month_diff_std,17.25,1
merchants_active_months_lag12_mean,17.25,3
merchants_avg_purchases_lag3_std,17.25,1
Y_union_auth_month_lag_std,17.25,4
Y_hist_auth_purchase_date_ptp,17.25,4
hist_Y_month_lag_mean_x,17.25,4
Y_hist_auth_purchase_date_uptonow,17.25,4
merchants_avg_sales_lag3_min,17.25,4
union_purchase_amount_min_skew,17.25,4
score_log3_max,17.25,2
N_hist_auth_purchase_date_average,17.25,4
Y_union_auth_purchase_date_uptonow,17.0,2
N_hist_auth_purchase_date_min,17.0,3
union_month_lag_std_y,17.0,1
hist_Y_purchase_amount_std_mean_y,17.0,1
merchants_avg_sales_lag3_mean,17.0,1
hist_Y_purchase_amount_max_skew_x,17.0,2
hist_category_1_mean,17.0,1
N_hist_auth_purchase_date_ptp,17.0,3
union_month_nunique_x,17.0,1
hist_N_installments_skew_mean_x,17.0,3
nan_count,17.0,3
N_union_weekofyear_nunique_x,17.0,1
hist_purchase_amount_min,17.0,1
union_weekofyear_nunique,17.0,4
new_merchants_numerical_1_std,17.0,1
union_1_2018_rate,17.0,1
merchants_avg_purchases_lag6_median,16.75,4
hist_N_installments_std_skew_x,16.75,3
union_Y_purchase_amount_skew_mean,16.75,2
union_purchase_amount_min_std,16.75,4
hist_Y_purchase_amount_count_std_x,16.75,1
merchants_avg_sales_lag12_median,16.75,2
hist_merchant_id_nunique,16.75,1
union_merchants_category_2_sum,16.75,1
score_log12_skew,16.75,3
hist_Y_purchase_amount_count_mean_x,16.5,3
union_8_2017_rate,16.5,4
union_month_lag_mean_y,16.5,2
hist_Y_purchase_amount_median_skew_x,16.5,2
hist_N_purchase_amount_std_skew_x,16.5,2
union_installments_var_skew,16.5,2
hist_Y_purchase_amount_median_mean_y,16.5,3
union_Y_purchase_amount_std_skew,16.5,2
score_log3_mean,16.5,1
historica_merchants_merchant_group_id_nunique,16.5,2
new_merchants_numerical_1_skew,16.5,1
new_merchant_category_id_nunique,16.5,1
union_installments_var_skew,16.5,4
union_Y_purchase_amount_mean_skew,16.5,3
Y_union_auth_purchase_month_mean,16.5,1
union_purchase_amount_min_std,16.5,1
Y_hist_auth_installments_sum,16.5,2
Y_hist_auth_category_1_mean,16.5,1
union_purchase_amount_std_skew,16.25,2
merchants_active_months_lag12_skew,16.25,4
union_Y_purchase_amount_median_skew,16.25,3
union_month_lag_std_y,16.25,4
Y_hist_auth_month_diff_std,16.25,4
union_Y_installments_skew_skew,16.25,2
score_log3_median,16.25,3
hist_Y_installments_skew_mean_x,16.25,3
N_union_weekofyear_nunique_x,16.25,4
union_9_2017_rate,16.25,1
hist_N_installments_var_skew_x,16.25,3
historica_merchants_numerical_2_skew,16.25,1
union_Y_purchase_amount_count_skew,16.25,2
new_installments_mean,16.25,4
hist_N_installments_median_skew_x,16.25,1
union_11_2017_rate,16.25,4
hist_Y_purchase_amount_skew_mean_y,16.25,1
hist_purchase_month_std,16.25,3
union_Y_purchase_amount_skew_std,16.25,3
union_4_2017_rate,16.25,1
hist_N_installments_min_skew_x,16.25,4
union_purchase_amount_max_skew,16.25,4
union_purchase_amount_min_std,16.25,3
new_purchase_month_max,16.25,3
hist_month_diff_std,16.25,2
merchants_avg_purchases_lag12_min,16.25,3
union_month_lag_mean_x,16.25,3
union_installments_skew_std,16.25,4
hist_Y_installments_mean_skew_x,16.25,4
union_Y_installments_skew_mean,16.0,3
union_installments_skew_skew,16.0,3
