feature,importance,fold
score_numerical_skew,48.75,2
union_purchase_amount_skew_std,48.75,3
Y_union_month_nunique,48.5,4
N_hist_month_lag_mean,48.5,2
new_purchase_amount_median_mean,48.25,2
merchants_avg_sales_lag12_min,48.0,2
union_purchase_amount_median_skew,48.0,2
merchants_avg_sales_lag12_min,47.75,3
N_hist_purchase_date_max,47.75,1
hist_purchase_amount_min_skew,47.5,2
Y_union_authorizedmonth_lag_mean,47.0,2
Y_hist_purchase_date_max,47.0,4
merchants_active_months_lag12_skew,46.75,3
merchants_avg_purchases_lag3_min,46.5,3
union_purchase_amount_count_skew,46.5,3
new_purchase_amount_std,46.5,3
union_purchase_amount_skew_std,46.5,1
hist_purchase_amount_max_skew,46.25,3
union_month_diff_mean,46.0,3
Y_union_authorizedmonth_lag_mean,45.75,3
new_purchase_amount_count_mean,45.75,2
new_purchase_date_min,45.5,4
hist_purchase_amount_std_skew,45.5,3
Y_union_authorizedmonth_diff_mean,45.5,4
score_numerical_skew,45.25,3
union_purchase_amount_count_skew,45.0,2
union_merchants_category_1_mean,44.75,2
new_purchase_amount_median_mean,44.5,3
hist_purchase_amount_var_skew,44.25,1
new_purchase_amount_count_mean,44.25,3
new_purchase_amount_std,44.25,2
N_hist_installments_sum,44.25,2
new_purchase_amount_count_mean,44.0,1
new_purchase_amount_min,44.0,2
merchants_avg_purchases_lag3_min,43.75,1
union_month_lag_skew,43.75,1
union_purchase_amount_skew_skew,43.5,3
N_hist_month_lag_mean,43.25,1
merchants_avg_purchases_lag6_median,43.25,2
hist_purchase_amount_var_skew,43.0,3
new_purchase_amount_min_mean,43.0,2
N_hist_purchase_amount_min,43.0,1
hist_purchase_amount_skew_skew,42.75,1
union_merchants_category_1_sum,42.75,2
N_hist_purchase_amount_mean,42.5,3
new_purchase_amount_min_mean,42.5,3
merchants_avg_sales_lag12_min,42.5,1
union_purchase_amount_skew_std,42.25,4
hist_installments_skew_skew,41.75,2
union_purchase_amount_min_skew,41.5,3
N_hist_purchase_month_std,41.5,3
score_log12_median,41.25,2
N_hist_month_lag_mean,41.25,3
N_hist_installments_std,41.0,3
Y_hist_purchase_date_ptp,41.0,2
score_log12_median,40.75,3
union_category_1_mean,40.75,2
hist_month_diff_mean,40.75,1
Y_union_authorizedpurchase_month_std,40.5,3
new_month_diff_mean,40.5,2
new_merchants_category_1_mean,40.5,3
N_hist_purchase_amount_std,40.5,3
merchants_active_months_lag12_std,40.25,1
score_log3_median,40.25,2
score_log3_median,40.0,3
hist_purchase_amount_median_skew,40.0,1
union_purchase_amount_min_skew,40.0,2
merchants_active_months_lag12_std,40.0,2
union_month_lag_mean_x,40.0,2
new_purchase_amount_count_mean,39.75,4
Y_union_authorizedcategory_1_mean,39.75,1
Y_union_authorizedpurchase_month_mean,39.75,2
new_merchants_category_1_sum,39.75,1
union_purchase_amount_skew_std,39.5,2
N_hist_purchase_month_mean,39.5,3
union_month_diff_mean,39.25,2
N_hist_purchase_amount_sum,39.25,1
new_purchase_amount_min,39.25,3
hist_purchase_amount_median_skew,39.25,4
union_month_lag_mean_y,39.0,1
new_purchase_month_std,39.0,1
union_month_lag_mean_y,38.75,3
hist_purchase_date_min,38.75,3
N_hist_purchase_month_mean,38.75,2
hist_purchase_amount_count_skew,38.75,3
new_merchants_category_1_sum,38.5,4
union_month_diff_mean,38.5,1
hist_installments_skew_skew,38.5,1
score_numerical_skew,38.25,1
union_merchants_category_1_mean,38.25,3
union_purchase_amount_skew_mean,38.25,3
new_month_diff_mean,38.25,3
hist_purchase_amount_count_skew,38.25,2
hist_purchase_amount_std_skew,38.0,2
N_hist_purchase_date_max,37.75,4
N_hist_purchase_amount_min,37.75,4
new_purchase_month_std,37.5,3
N_hist_purchase_amount_mean,37.5,2
hist_purchase_amount_skew_std,37.5,1
hist_purchase_amount_median_skew,37.5,3
score_numerical_std,37.25,3
union_installments_skew_mean,37.25,3
Y_union_authorizedmonth_lag_std,37.25,2
Y_union_authorizedmonth_lag_mean,37.25,1
union_month_lag_skew,37.25,4
union_purchase_amount_var_skew,37.25,2
union_month_lag_mean_x,37.25,3
hist_purchase_amount_skew_mean,37.0,2
merchants_avg_sales_lag3_min,37.0,2
new_purchase_amount_sum,37.0,3
historica_merchants_merchant_group_id_nunique,37.0,3
N_hist_merchant_category_id_nunique,37.0,3
merchants_active_months_lag12_std,36.75,3
N_hist_purchase_amount_std,36.75,1
union_purchase_amount_skew_mean,36.75,4
score_log6_median,36.5,2
historica_merchants_category_1_sum,36.5,1
hist_installments_max_skew,36.25,2
N_hist_purchase_amount_max,36.25,2
hist_purchase_amount_skew_std,36.25,4
merchants_avg_sales_lag3_min,36.25,3
union_purchase_month_std,36.0,3
merchants_avg_purchases_lag3_median,36.0,3
union_purchase_amount_max_skew,36.0,2
hist_authorized_flag_mean,36.0,2
union_purchase_amount_std_skew,35.75,3
N_hist_card_id_size,35.75,3
union_month_lag_mean_y,35.5,4
N_hist_card_id_size,35.5,2
hist_purchase_amount_mean_skew,35.5,3
union_purchase_amount_max_skew,35.5,3
N_hist_purchase_month_std,35.25,2
N_hist_category_1_mean,35.25,2
historica_merchants_category_4_sum,35.25,3
new_month_diff_mean,35.25,1
N_hist_purchase_date_ptp,35.0,4
union_installments_skew_mean,35.0,2
union_purchase_amount_skew_skew,35.0,4
hist_purchase_amount_max_skew,35.0,1
merchants_avg_purchases_lag3_median,35.0,1
hist_installments_max_skew,34.75,3
N_hist_installments_sum,34.75,1
hist_purchase_amount_min_skew,34.75,1
hist_purchase_amount_max_skew,34.75,2
hist_purchase_amount_count_mean,34.75,2
merchants_avg_purchases_lag3_std,34.75,2
N_hist_installments_std,34.75,2
union_merchants_category_1_sum,34.75,4
Y_hist_purchase_date_ptp,34.75,3
union_installments_skew_mean,34.5,1
Y_hist_purchase_amount_mean,34.5,1
hist_purchase_amount_mean_skew,34.5,2
merchants_avg_sales_lag12_median,34.5,2
new_purchase_month_max,34.25,2
Y_hist_purchase_amount_mean,34.25,2
score_numerical_median,34.25,2
union_merchants_category_1_sum,34.25,1
N_hist_purchase_amount_sum,34.25,4
new_purchase_amount_median_mean,34.0,4
Y_union_authorizedmonth_lag_std,34.0,3
hist_authorized_flag_mean,34.0,4
historica_merchants_category_1_sum,34.0,4
Y_hist_month_lag_mean,34.0,3
merchants_avg_sales_lag12_min,33.75,4
union_purchase_amount_mean_skew,33.75,2
hist_authorized_flag_mean,33.75,3
new_purchase_amount_mean_mean,33.75,3
Y_hist_month_lag_mean,33.75,2
hist_purchase_amount_median_mean,33.75,2
new_purchase_amount_min,33.5,4
merchants_avg_sales_lag6_min,33.5,2
score_log6_median,33.5,1
hist_month_diff_mean,33.5,4
hist_purchase_amount_var_skew,33.5,4
merchants_active_months_lag12_std,33.25,4
N_hist_installments_sum,33.25,4
hist_authorized_flag_mean,33.25,1
score_log6_max,33.25,1
Y_union_authorizedpurchase_month_mean,33.25,3
union_purchase_amount_min_std,33.25,3
new_category_3_0_sum,33.0,3
N_union_weekofyear_nunique_x,33.0,3
merchants_avg_purchases_lag12_median,33.0,2
hist_month_lag_skew,33.0,2
new_merchants_numerical_1_median,32.75,2
N_union_weekofyear_nunique_x,32.75,4
N_hist_purchase_amount_max,32.75,3
union_category_1_mean,32.75,3
new_purchase_amount_min_mean,32.75,1
score_log6_max,32.5,2
union_month_diff_std,32.5,2
union_purchase_amount_count_skew,32.5,1
Y_union_authorizedpurchase_month_std,32.5,2
hist_purchase_month_std,32.5,3
hist_purchase_amount_skew_mean,32.5,3
hist_installments_std_skew,32.5,2
N_hist_purchase_date_ptp,32.5,1
hist_installments_skew_skew,32.5,3
new_purchase_amount_min_mean,32.25,4
Y_hist_purchase_amount_min,32.25,3
N_hist_month_lag_std,32.25,3
new_purchase_month_min,32.25,3
union_purchase_amount_var_skew,32.25,3
score_log3_skew,32.25,2
N_hist_month_diff_std,32.0,2
N_hist_month_diff_std,32.0,1
hist_purchase_amount_std_skew,32.0,1
merchants_active_months_lag12_skew,31.75,1
merchants_avg_sales_lag6_median,31.75,2
union_purchase_amount_median_mean,31.75,2
score_log12_skew,31.75,1
merchants_avg_purchases_lag6_min,31.5,2
Y_hist_purchase_amount_mean,31.5,4
merchants_avg_sales_lag12_median,31.5,3
Y_union_authorizedpurchase_amount_min,31.5,3
Y_hist_purchase_amount_max,31.5,2
Y_hist_purchase_month_std,31.5,3
new_purchase_amount_median_mean,31.5,1
merchants_avg_purchases_lag3_std,31.5,3
union_purchase_amount_skew_skew,31.5,1
historica_merchants_merchant_group_id_nunique,31.5,4
merchants_avg_purchases_lag3_skew,31.25,3
N_union_hour_nunique_x,31.25,3
Y_union_authorizedmonth_lag_mean,31.25,4
score_log3_median,31.25,4
N_hist_category_1_mean,31.25,3
hist_installments_sum,31.25,3
hist_purchase_amount_count_mean,31.25,4
merchants_avg_purchases_lag6_min,31.25,3
union_purchase_month_std,31.25,4
Y_hist_category_1_mean,31.0,3
hist_purchase_amount_count_mean,31.0,3
hist_purchase_amount_count_skew,31.0,1
hist_installments_skew_skew,31.0,4
Y_union_authorizedmonth_diff_std,31.0,2
union_weekofyear_nunique_x,31.0,2
hist_installments_skew_std,31.0,2
new_purchase_amount_skew_mean,30.75,2
score_log3_max,30.75,2
union_authorized_flag_mean,30.75,3
hist_installments_sum,30.75,2
union_month_diff_std,30.75,3
Y_hist_category_2_4.0_sum,30.75,2
union_month_diff_mean,30.5,4
score_log12_max,30.5,2
historica_merchants_merchant_group_id_nunique,30.5,1
new_merchants_category_1_mean,30.5,2
merchants_avg_purchases_lag6_median,30.5,3
new_category_3_0_sum,30.5,4
hist_purchase_amount_min_skew,30.5,3
hist_installments_skew_std,30.25,1
score_log3_median,30.25,1
score_log3_skew,30.25,3
merchants_avg_sales_lag12_std,30.25,3
Y_hist_category_2_4.0_sum,30.0,1
Y_hist_purchase_date_ptp,30.0,1
new_merchants_category_1_mean,30.0,1
new_purchase_month_min,29.75,2
new_purchase_amount_sum,29.75,1
historica_merchants_merchant_group_id_nunique,29.75,2
score_log6_median,29.75,3
score_numerical_std,29.75,2
union_installments_max_std,29.75,3
hist_installments_std_skew,29.5,3
hist_installments_skew_std,29.5,3
N_hist_month_lag_mean,29.5,4
score_log3_max,29.5,3
first_active_month_weekofyear,29.5,3
hist_purchase_amount_count_mean,29.5,1
hist_month_lag_mean_y,29.5,3
union_purchase_amount_min_mean,29.5,2
historica_merchants_numerical_1_skew,29.5,3
union_purchase_amount_var_skew,29.25,1
union_purchase_amount_count_skew,29.25,4
score_numerical_skew,29.25,4
Y_hist_purchase_amount_mean,29.25,3
score_log6_median,29.25,4
union_installments_max_skew,29.25,3
union_month_lag_mean_x,29.25,1
Y_union_authorizedmonth_diff_std,29.25,3
Y_hist_purchase_month_std,29.25,2
new_purchase_amount_mean_mean,29.25,2
new_installments_std,29.25,3
merchants_avg_purchases_lag3_std,29.0,1
feature_1,29.0,3
Y_hist_month_diff_std,29.0,3
union_authorized_flag_mean,29.0,1
union_purchase_amount_min_std,29.0,4
merchants_avg_purchases_lag3_median,29.0,4
new_merchant_category_id_nunique,29.0,1
Y_hist_purchase_date_ptp,29.0,4
score_log12_max,29.0,1
union_purchase_amount_min_std,29.0,1
hist_purchase_amount_median_mean,28.75,4
Y_hist_month_diff_std,28.75,2
union_purchase_amount_mean_skew,28.75,3
Y_hist_purchase_amount_max,28.75,3
hist_installments_var_skew,28.75,2
score_numerical_median,28.75,1
hist_purchase_amount_skew_skew,28.75,4
score_log12_skew,28.5,3
hist_purchase_date_ptp,28.5,3
N_union_weekofyear_nunique_x,28.5,2
merchants_avg_purchases_lag12_median,28.5,3
score_log12_max,28.5,3
hist_month_diff_std,28.5,3
N_hist_card_id_size,28.25,1
merchants_avg_purchases_lag3_std,28.25,4
hist_authorized_flag_std,28.25,3
Y_union_authorizedpurchase_amount_min,28.25,2
new_merchants_numerical_2_median,28.25,2
union_purchase_amount_skew_mean,28.25,1
score_numerical_median,28.25,3
union_installments_var_skew,28.25,2
union_category_1_mean,28.25,1
union_purchase_amount_std_skew,28.25,2
union_weekofyear_nunique,28.25,4
N_hist_category_2_2.0_sum,28.0,2
merchants_avg_purchases_lag6_median,28.0,1
score_log6_max,28.0,3
union_purchase_amount_max_skew,28.0,1
Y_union_authorizedmonth_lag_max,28.0,3
union_month_lag_std_x,28.0,3
score_numerical_std,27.75,1
Y_union_authorizedmonth_lag_max,27.75,2
union_authorized_flag_mean,27.75,2
new_category_3_0_sum,27.75,2
hist_purchase_amount_mean_mean,27.75,3
hist_purchase_amount_min_skew,27.75,4
Y_hist_purchase_amount_std,27.5,2
feature_1,27.5,4
hist_installments_max_skew,27.5,1
score_log12_median,27.5,1
union_merchants_category_1_mean,27.25,4
N_hist_transactions_count,27.25,3
new_merchants_numerical_1_min,27.25,2
historica_merchants_category_2_mean,27.25,2
union_installments_skew_skew,27.25,2
N_union_hour_nunique_x,27.25,4
new_purchase_month_max,27.25,3
hist_installments_var_skew,27.25,3
Y_hist_month_lag_std,27.0,2
N_hist_category_2_1.0_sum,27.0,2
hist_month_lag_skew,27.0,3
N_hist_month_diff_std,27.0,3
N_hist_card_id_size,27.0,4
Y_union_authorizedpurchase_amount_min,27.0,1
merchants_avg_purchases_lag6_median,27.0,4
new_purchase_amount_sum,27.0,2
new_purchase_month_max,27.0,1
hist_purchase_date_ptp,26.75,2
new_category_3_0_sum,26.75,1
N_hist_month_lag_std,26.75,1
union_purchase_amount_mean_skew,26.75,1
hist_purchase_month_std,26.75,2
hist_purchase_amount_count_skew,26.75,4
new_merchants_numerical_1_std,26.75,3
historica_merchants_city_id_nunique,26.75,3
hist_purchase_amount_median_mean,26.75,3
hist_purchase_amount_mean_skew,26.75,1
hist_purchase_amount_min_mean,26.5,2
N_hist_category_1_sum,26.5,2
Y_hist_month_lag_mean,26.5,4
hist_installments_var_skew,26.5,1
Y_hist_month_lag_std,26.25,1
union_month_nunique_x,26.25,2
hist_purchase_amount_median_std,26.25,1
merchants_avg_sales_lag6_min,26.25,1
union_purchase_amount_min_skew,26.25,1
feature_1,26.25,1
union_purchase_amount_std_std,26.25,1
first_active_month_weekofyear,26.25,2
hist_month_lag_mean_x,26.25,3
hist_purchase_date_ptp,26.25,4
new_installments_std,26.25,2
hist_purchase_date_min,26.25,1
Y_union_authorizedpurchase_amount_std,26.0,3
score_log12_median,26.0,4
historica_merchants_numerical_1_max,26.0,2
hist_purchase_amount_count_std,26.0,1
union_category_1_mean,26.0,4
Y_hist_merchant_id_nunique,26.0,2
union_purchase_month_std,25.75,2
union_purchase_amount_var_skew,25.75,4
N_hist_category_3_0_sum,25.75,3
hist_installments_skew_mean,25.75,2
merchants_avg_purchases_lag3_min,25.75,4
Y_hist_category_1_mean,25.75,2
N_union_weekofyear_nunique_x,25.75,1
new_category_3_1_mean,25.75,2
N_hist_purchase_month_std,25.75,1
union_merchants_category_4_mean,25.75,2
score_log6_max,25.75,4
union_installments_std_skew,25.5,3
new_merchants_category_1_sum,25.5,2
N_hist_purchase_month_mean,25.5,1
hist_installments_std_skew,25.5,1
hist_purchase_amount_count_std,25.5,3
merchants_avg_sales_lag3_mean,25.5,2
Y_hist_purchase_amount_std,25.5,3
union_installments_var_skew,25.5,3
merchants_avg_sales_lag3_skew,25.5,2
Y_union_authorizedmonth_lag_std,25.5,1
new_purchase_amount_min,25.25,1
hist_purchase_amount_count_std,25.25,2
score_log12_mean,25.25,3
union_installments_skew_skew,25.25,3
union_purchase_month_mean,25.25,3
hist_month_lag_std_x,25.25,2
hist_purchase_amount_mean_mean,25.25,2
union_purchase_amount_count_std,25.25,3
hist_installments_mean_skew,25.25,2
union_purchase_amount_max_mean,25.0,3
merchants_avg_sales_lag12_std,25.0,2
union_installments_min_skew,25.0,2
historica_merchants_numerical_2_skew,25.0,3
score_log12_skew,25.0,2
hist_purchase_date_min,25.0,4
Y_union_authorizedpurchase_month_std,25.0,1
hist_installments_min_std,24.75,2
union_purchase_amount_std_skew,24.75,1
new_category_3_1_mean,24.75,4
union_installments_std_skew,24.75,1
score_log3_max,24.75,4
N_hist_purchase_month_std,24.75,4
N_hist_purchase_amount_max,24.75,1
union_weekofyear_nunique_x,24.75,3
hist_month_lag_mean_y,24.5,2
merchants_avg_sales_lag3_min,24.5,1
merchants_avg_purchases_lag6_min,24.5,1
new_month_diff_mean,24.5,4
N_hist_month_diff_std,24.5,4
merchants_avg_sales_lag6_median,24.5,1
union_installments_min_skew,24.5,1
new_purchase_amount_mean_mean,24.5,4
union_installments_skew_mean,24.5,4
hist_installments_max_skew,24.25,4
N_hist_category_2_1.0_sum,24.25,1
hist_merchant_id_nunique,24.25,1
Y_hist_merchant_id_nunique,24.25,4
historica_merchants_category_1_mean,24.25,2
union_installments_max_skew,24.25,2
historica_merchants_category_4_sum,24.25,1
union_purchase_amount_min_mean,24.25,3
union_authorized_flag_std,24.25,3
Y_hist_purchase_month_mean,24.25,3
union_authorized_flag_mean,24.25,4
hist_authorized_flag_std,24.25,2
Y_hist_subsector_id_nunique,24.25,3
hist_installments_var_std,24.25,2
merchants_avg_sales_lag12_median,24.25,1
hist_month_diff_std,24.0,2
N_hist_category_2_3.0_sum,24.0,2
new_merchants_category_1_mean,24.0,4
historica_merchants_category_4_sum,24.0,4
union_purchase_month_std,24.0,1
union_installments_mean,24.0,2
merchants_avg_sales_lag3_min,24.0,4
union_purchase_amount_median_mean,24.0,3
merchants_avg_purchases_lag12_min,23.75,2
merchants_avg_purchases_lag12_skew,23.75,3
N_hist_category_2_1.0_sum,23.75,3
hist_purchase_amount_max_skew,23.75,4
union_installments_min_mean,23.75,3
score_numerical_mean,23.75,3
Y_hist_purchase_amount_std,23.75,4
union_purchase_amount_min_skew,23.75,4
hist_installments_min_skew,23.75,2
union_purchase_amount_min_std,23.75,2
merchants_active_months_lag12_mean,23.75,4
union_month_nunique,23.75,1
union_installments_sum,23.75,2
merchants_avg_purchases_lag12_min,23.75,3
hist_purchase_amount_min_mean,23.75,3
union_installments_mean,23.75,3
N_union_hour_nunique_x,23.5,1
union_purchase_amount_var_std,23.5,2
score_log3_max,23.5,1
union_purchase_amount_std_std,23.5,2
new_merchants_numerical_1_min,23.5,1
union_month_nunique_x,23.5,3
union_installments_median_skew,23.5,2
new_merchants_category_2_sum,23.5,2
union_installments_skew_std,23.5,3
new_merchants_numerical_1_std,23.5,4
Y_hist_month_diff_std,23.5,1
union_purchase_amount_max_skew,23.5,4
merchants_active_months_lag12_mean,23.5,3
hist_purchase_amount_median_std,23.5,3
N_hist_category_2_2.0_sum,23.25,4
Y_union_authorizedpurchase_amount_min,23.25,4
hist_month_lag_mean_x,23.25,1
new_merchants_numerical_1_median,23.25,3
union_merchants_category_4_mean,23.25,3
N_hist_installments_std,23.25,4
Y_hist_installments_sum,23.25,2
union_purchase_amount_median_std,23.25,2
hist_installments_median_skew,23.25,3
hist_purchase_amount_mean_skew,23.25,4
score_log12_std,23.25,2
hist_purchase_amount_std_skew,23.25,4
new_purchase_month_max,23.0,4
union_installments_max_skew,23.0,4
hist_month_lag_mean_x,23.0,4
new_purchase_month_std,23.0,4
hist_month_lag_mean_y,23.0,4
new_merchant_category_id_nunique,23.0,2
merchants_active_months_lag12_skew,23.0,4
N_hist_month_lag_std,23.0,2
N_hist_category_3_2_sum,23.0,2
N_hist_category_2_1.0_sum,23.0,4
N_hist_purchase_amount_max,22.75,4
score_numerical_median,22.75,4
Y_union_authorizedmonth_lag_max,22.75,1
new_purchase_amount_sum,22.75,4
merchants_avg_purchases_lag12_median,22.75,1
merchants_avg_sales_lag3_skew,22.75,3
hist_purchase_amount_mean_mean,22.75,1
N_union_authorizedmonth_diff_mean,22.75,2
hist_purchase_amount_median_std,22.75,2
score_log6_skew,22.75,3
union_purchase_amount_var_std,22.75,3
feature_2,22.75,3
union_installments_median_skew,22.75,3
new_category_3_1_mean,22.5,3
union_purchase_amount_min,22.5,3
new_merchants_numerical_1_std,22.5,1
N_hist_installments_std,22.5,1
union_purchase_month_mean,22.5,1
union_installments_min_skew,22.5,3
N_hist_transactions_count,22.5,2
merchants_active_months_lag12_mean,22.5,2
new_merchants_numerical_1_std,22.5,2
union_installments_max_skew,22.5,1
N_hist_purchase_month_mean,22.5,4
hist_category_3_2_sum,22.5,3
hist_purchase_date_ptp,22.5,1
hist_installments_min_skew,22.5,1
union_purchase_date_ptp,22.25,3
merchants_avg_sales_lag12_mean,22.25,3
union_merchants_numerical_1_mean,22.25,3
score_log3_skew,22.25,4
score_numerical_mean,22.25,2
new_purchase_amount_min_std,22.25,2
historica_merchants_numerical_2_skew,22.25,2
Y_hist_purchase_month_std,22.25,1
Y_hist_month_lag_mean,22.25,1
merchants_avg_sales_lag12_skew,22.25,2
hist_category_3_1_sum,22.25,3
feature_2,22.25,2
Y_union_authorizedpurchase_month_mean,22.25,1
hist_purchase_amount_skew_mean,22.25,4
merchants_avg_sales_lag6_median,22.25,3
historica_merchants_numerical_1_mean,22.0,3
new_merchant_category_id_nunique,22.0,3
merchants_avg_purchases_lag3_skew,22.0,1
merchants_avg_purchases_lag6_min,22.0,4
N_hist_purchase_amount_mean,22.0,1
hist_purchase_amount_max_std,22.0,3
union_authorized_flag_std,22.0,1
hist_purchase_amount_min_std,22.0,2
Y_hist_installments_sum,22.0,1
hist_month_lag_mean_x,21.75,2
hist_installments_median_skew,21.75,2
Y_hist_purchase_amount_min,21.75,2
score_log12_max,21.75,4
Y_union_weekofyear_nunique,21.75,2
N_hist_category_1_sum,21.75,3
union_merchants_numerical_2_median,21.75,3
score_log12_mean,21.75,2
union_installments_mean,21.75,1
historica_merchants_category_4_sum,21.5,2
hist_installments_max_std,21.5,3
merchants_avg_purchases_lag6_skew,21.5,3
merchants_avg_purchases_lag12_mean,21.5,3
N_hist_category_3_1_mean,21.5,3
hist_category_1_mean,21.5,3
N_hist_state_id_nunique,21.5,2
union_installments_mean_skew,21.5,2
new_merchants_numerical_1_skew,21.5,2
score_log3_mean,21.5,1
union_installments_skew_skew,21.5,1
union_purchase_amount_mean_std,21.5,2
N_hist_merchant_id_nunique,21.25,3
union_merchants_category_4_sum,21.25,3
Y_union_authorizedpurchase_amount_std,21.25,1
Y_hist_installments_sum,21.25,3
Y_union_authorizedmonth_lag_std,21.25,4
merchants_avg_purchases_lag3_skew,21.25,2
union_installments_std_skew,21.25,2
union_purchase_month_mean,21.25,2
hist_month_diff_std,21.25,1
first_active_month_weekofyear,21.25,1
new_merchants_category_2_sum,21.0,3
merchants_active_months_lag6_mean,21.0,4
Y_hist_purchase_amount_sum,21.0,3
union_installments_skew_skew,21.0,4
N_hist_transactions_count,21.0,1
union_weekofyear_nunique_x,21.0,4
hist_installments_sum,21.0,4
Y_hist_category_2_4.0_sum,21.0,3
hist_installments_skew_mean,21.0,1
Y_hist_month_lag_std,21.0,3
union_month_lag_std_x,20.75,1
hist_installments_mean_skew,20.75,1
