feature,importance,fold
Y_union_auth_purchase_date_uptonow,38.75,3
hist_purchase_amount_skew_std,38.75,1
N_hist_auth_month_lag_mean,38.75,2
union_purchase_month_std,38.75,3
union_purchase_amount_skew_std,38.5,1
hist_purchase_amount_min_skew,38.5,2
new_purchase_amount_median_mean,38.5,2
N_hist_auth_month_lag_mean,38.5,3
N_union_auth_purchase_date_average,38.5,2
merchants_avg_purchases_lag3_median,38.5,3
new_purchase_amount_std,38.25,2
hist_purchase_amount_median_skew,38.25,3
merchants_avg_purchases_lag6_median,38.25,2
union_month_lag_mean_x,38.25,3
new_purchase_date_max,38.25,3
new_merchants_category_1_mean,38.0,3
union_purchase_amount_std_skew,38.0,3
union_month_lag_mean_x,37.75,2
Y_hist_auth_month_lag_mean,37.75,3
merchants_avg_purchases_lag3_min,37.5,3
hist_purchase_date_min,37.5,4
hist_purchase_date_min,37.5,1
new_month_diff_mean,37.5,1
union_month_lag_mean_y,37.5,1
merchants_avg_sales_lag12_min,37.5,2
new_merchants_category_1_sum,37.25,3
new_purchase_month_std,37.25,1
hist_purchase_amount_min_skew,37.25,3
hist_purchase_amount_skew_mean,37.25,2
union_month_lag_skew,37.25,2
N_hist_auth_purchase_amount_mean,37.25,3
N_union_auth_purchase_date_average,37.0,3
new_month_diff_mean,36.75,3
merchants_avg_sales_lag12_min,36.75,4
score_log3_median,36.75,3
union_month_lag_mean_y,36.75,3
union_purchase_amount_min_skew,36.75,3
union_purchase_amount_skew_std,36.5,3
Y_union_auth_month_lag_mean,36.5,2
N_hist_auth_purchase_amount_max,36.5,2
union_purchase_amount_var_skew,36.5,1
union_purchase_amount_var_skew,36.5,2
N_hist_auth_purchase_amount_std,36.5,3
merchants_avg_purchases_lag3_min,36.25,4
merchants_active_months_lag12_skew,36.25,2
hist_purchase_amount_std_skew,36.25,2
N_hist_auth_purchase_date_uptonow,36.25,2
union_purchase_amount_count_skew,36.0,1
score_log6_max,36.0,1
new_purchase_amount_median_mean,36.0,4
hist_purchase_amount_var_skew,35.75,4
union_purchase_amount_var_skew,35.75,3
hist_purchase_amount_count_skew,35.75,2
hist_purchase_amount_skew_mean,35.75,1
new_purchase_amount_min_mean,35.75,2
N_hist_auth_purchase_month_mean,35.5,3
Y_hist_auth_purchase_amount_mean,35.5,1
new_purchase_amount_min,35.5,4
union_authorized_flag_std,35.5,2
new_merchants_category_1_mean,35.5,1
score_log3_median,35.25,1
Y_union_auth_month_lag_mean,35.25,3
hist_installments_skew_skew,35.25,4
score_log6_median,35.0,2
union_purchase_amount_skew_skew,35.0,3
hist_purchase_date_uptonow,35.0,2
union_purchase_amount_max_skew,35.0,1
Y_union_auth_purchase_date_max,34.75,3
union_month_lag_mean_x,34.75,4
Y_hist_auth_purchase_date_max,34.75,4
union_merchants_category_1_mean,34.5,3
new_purchase_month_std,34.5,2
union_category_1_mean,34.5,1
N_union_hour_nunique_x,34.5,1
union_purchase_date_max,34.25,4
union_purchase_amount_mean_skew,34.25,3
score_log3_max,34.25,1
union_category_1_mean,34.25,2
Y_union_auth_purchase_date_uptonow,34.25,2
Y_hist_auth_purchase_amount_mean,34.0,4
new_purchase_amount_mean_mean,34.0,3
new_purchase_amount_mean_mean,34.0,2
score_log6_median,33.75,3
hist_purchase_amount_skew_std,33.5,2
Y_hist_auth_installments_sum,33.5,1
merchants_active_months_lag12_std,33.5,1
Y_hist_auth_purchase_date_max,33.5,3
union_month_lag_skew,33.5,4
new_purchase_amount_sum,33.5,1
Y_union_auth_purchase_date_uptonow,33.25,4
N_union_weekofyear_nunique_x,33.25,2
N_hist_auth_purchase_date_ptp,33.25,4
historica_merchants_category_4_sum,33.25,1
union_purchase_amount_skew_std,33.25,4
N_hist_auth_installments_std,33.25,3
score_log6_median,33.25,4
N_hist_auth_purchase_date_uptonow,33.25,3
new_merchants_category_1_sum,33.25,4
score_log12_max,33.0,1
union_authorized_flag_std,33.0,3
merchants_avg_sales_lag3_min,33.0,2
hist_installments_var_skew,33.0,1
Y_hist_auth_purchase_amount_mean,33.0,2
new_purchase_amount_median_mean,32.75,3
Y_hist_auth_purchase_amount_mean,32.75,3
8_2017_rate,32.75,1
hist_purchase_amount_max_skew,32.75,2
score_log6_max,32.5,3
hist_month_lag_mean_y,32.5,1
new_purchase_amount_min,32.5,3
Y_hist_auth_installments_sum,32.5,2
merchants_avg_purchases_lag6_median,32.5,1
historica_merchants_merchant_group_id_nunique,32.5,1
N_hist_auth_month_lag_mean,32.5,4
hist_installments_var_skew,32.5,3
N_hist_auth_purchase_date_ptp,32.5,2
merchants_avg_purchases_lag12_median,32.25,1
hist_installments_skew_skew,32.25,2
N_hist_auth_installments_std,32.25,2
union_purchase_amount_std_skew,32.25,1
N_hist_auth_merchant_category_id_nunique,32.25,3
N_union_weekofyear_nunique_x,32.25,3
new_purchase_amount_sum,32.25,3
union_month_diff_std,32.0,1
new_purchase_amount_count_mean,32.0,2
N_hist_auth_purchase_date_average,32.0,2
Y_hist_auth_purchase_date_average,31.75,1
hist_purchase_date_ptp,31.75,1
union_purchase_amount_mean_skew,31.75,1
N_hist_auth_purchase_amount_min,31.75,4
hist_installments_max_skew,31.75,2
union_merchants_category_1_mean,31.5,2
N_hist_auth_purchase_date_average,31.5,1
score_numerical_median,31.5,2
new_month_diff_mean,31.5,2
historica_merchants_merchant_group_id_nunique,31.25,3
N_hist_auth_purchase_amount_std,31.25,2
merchants_active_months_lag12_skew,31.25,1
hist_purchase_amount_count_skew,31.25,3
Y_hist_auth_category_1_mean,31.25,2
Y_hist_auth_purchase_date_uptonow,31.25,1
new_merchants_category_1_sum,31.0,1
Y_union_auth_month_lag_std,31.0,3
Y_hist_auth_month_diff_std,31.0,3
Y_hist_auth_month_lag_mean,31.0,4
hist_month_diff_std,31.0,3
merchants_avg_sales_lag12_median,31.0,3
Y_union_auth_purchase_month_std,31.0,3
union_month_diff_std,30.75,3
hist_purchase_date_uptonow,30.75,3
hist_installments_max_skew,30.75,1
hist_installments_max_skew,30.75,3
new_purchase_amount_min,30.75,1
merchants_avg_sales_lag6_min,30.75,2
union_authorized_flag_std,30.75,4
hist_installments_std_skew,30.75,1
N_hist_auth_category_1_sum,30.5,3
hist_purchase_amount_min_skew,30.5,4
N_union_hour_nunique_x,30.5,3
union_installments_skew_skew,30.5,1
merchants_avg_purchases_lag3_median,30.5,4
Y_hist_auth_purchase_date_uptonow,30.5,2
merchants_avg_sales_lag6_min,30.25,1
Y_hist_auth_purchase_date_ptp,30.25,3
new_purchase_date_max,30.25,2
Y_hist_auth_month_lag_mean,30.25,1
hist_installments_sum,30.25,4
union_purchase_amount_skew_mean,30.25,3
hist_installments_skew_skew,30.25,3
Y_union_auth_month_diff_std,30.25,4
feature_1,30.25,4
hist_installments_skew_std,30.25,1
score_log12_median,30.25,2
Y_union_auth_month_diff_std,30.0,3
merchants_avg_purchases_lag6_min,30.0,3
hist_purchase_amount_median_mean,30.0,2
N_hist_auth_month_lag_std,30.0,1
N_hist_auth_category_1_sum,30.0,1
hist_purchase_amount_median_std,30.0,1
hist_purchase_amount_skew_std,30.0,4
Y_hist_auth_purchase_month_std,30.0,3
new_purchase_month_max,30.0,1
N_union_weekofyear_nunique_x,30.0,4
hist_purchase_amount_mean_skew,30.0,3
union_month_lag_mean_y,30.0,2
merchants_avg_sales_lag3_min,30.0,1
merchants_avg_purchases_lag12_median,29.75,4
union_purchase_amount_mean_skew,29.75,2
score_numerical_median,29.75,1
merchants_avg_purchases_lag6_min,29.75,1
new_month_diff_mean,29.75,4
hist_purchase_amount_count_skew,29.75,4
merchants_active_months_lag12_std,29.5,4
new_purchase_amount_count_mean,29.5,3
merchants_avg_sales_lag3_median,29.5,1
N_hist_auth_category_1_sum,29.5,4
Y_hist_auth_purchase_date_ptp,29.5,1
new_purchase_amount_count_mean,29.5,4
union_purchase_amount_max_skew,29.5,2
hist_purchase_date_uptonow,29.25,4
new_merchants_numerical_1_min,29.25,1
new_purchase_amount_skew_mean,29.25,2
union_installments_skew_skew,29.25,2
Y_hist_auth_category_1_mean,29.25,3
8_2017_rate,29.25,2
N_hist_auth_category_1_sum,29.25,2
12_2017_rate,29.0,1
hist_month_lag_skew,29.0,3
union_purchase_amount_skew_mean,29.0,1
Y_hist_auth_purchase_date_average,29.0,3
Y_hist_auth_purchase_date_uptonow,29.0,3
hist_purchase_amount_median_mean,29.0,3
12_2017_rate,29.0,2
new_purchase_amount_count_mean,29.0,1
score_log3_max,29.0,4
N_hist_auth_category_1_mean,29.0,2
union_purchase_month_std,29.0,4
union_installments_skew_mean,29.0,2
10_2017_rate,29.0,1
score_log12_skew,28.75,1
union_purchase_month_std,28.75,2
N_hist_auth_installments_std,28.75,1
hist_installments_sum,28.75,1
hist_purchase_amount_median_mean,28.75,4
score_numerical_skew,28.75,4
hist_installments_median_skew,28.75,2
new_purchase_month_std,28.75,3
9_2017_rate,28.5,1
N_hist_auth_purchase_amount_max,28.5,1
hist_purchase_amount_skew_mean,28.5,3
Y_union_auth_purchase_date_max,28.5,4
union_installments_std_skew,28.5,1
N_hist_auth_purchase_date_uptonow,28.5,4
hist_purchase_amount_max_skew,28.5,4
union_purchase_amount_std_skew,28.5,4
N_hist_auth_purchase_month_mean,28.5,1
union_purchase_amount_min_skew,28.5,2
hist_installments_min_skew,28.25,1
merchants_avg_purchases_lag12_min,28.25,3
union_purchase_amount_var_skew,28.25,4
Y_hist_auth_month_lag_std,28.25,1
merchants_active_months_lag12_mean,28.25,3
union_purchase_month_mean,28.25,1
union_month_diff_std,28.0,2
11_2017_rate,28.0,2
union_purchase_amount_min_skew,28.0,4
Y_union_auth_purchase_date_max,28.0,2
Y_hist_auth_installments_sum,28.0,3
Y_hist_auth_purchase_amount_std,28.0,2
hist_installments_skew_mean,28.0,1
merchants_avg_sales_lag12_median,28.0,1
score_log3_skew,28.0,3
historica_merchants_merchant_group_id_nunique,28.0,4
4_2017_rate,28.0,1
Y_hist_auth_installments_sum,28.0,4
hist_month_diff_std,28.0,2
union_purchase_amount_skew_skew,27.75,4
hist_month_lag_skew,27.75,1
feature_1,27.75,1
N_hist_auth_purchase_month_std,27.75,2
merchants_avg_sales_lag12_median,27.75,2
hist_purchase_amount_std_skew,27.75,4
merchants_active_months_lag12_std,27.75,3
score_log3_median,27.75,4
merchants_avg_purchases_lag12_median,27.5,3
union_month_diff_mean,27.5,4
Y_hist_auth_month_diff_std,27.5,1
hist_installments_skew_std,27.5,3
Y_hist_auth_purchase_amount_max,27.5,2
Y_union_auth_month_lag_mean,27.25,4
Y_union_auth_month_lag_std,27.25,2
union_purchase_amount_count_skew,27.25,4
merchants_avg_sales_lag6_median,27.25,1
union_purchase_amount_skew_std,27.25,2
new_purchase_date_min,27.25,4
union_purchase_amount_std_skew,27.25,2
feature_1,27.25,3
hist_purchase_amount_mean_skew,27.0,4
union_installments_var_skew,27.0,3
new_merchants_numerical_1_median,27.0,2
8_2017_rate,27.0,3
N_hist_auth_category_1_mean,27.0,3
Y_hist_auth_month_lag_mean,27.0,2
union_purchase_amount_median_mean,26.75,3
merchants_avg_purchases_lag6_median,26.75,4
hist_installments_sum,26.75,2
union_installments_max_skew,26.75,1
hist_installments_std_skew,26.75,3
N_hist_auth_purchase_amount_std,26.5,4
union_installments_std_skew,26.5,3
N_union_hour_nunique_x,26.5,4
new_merchants_numerical_1_median,26.5,3
N_union_weekofyear_nunique_x,26.5,1
8_2017_rate,26.5,4
2_2018_rate,26.5,1
N_hist_auth_month_diff_std,26.5,1
hist_month_lag_mean_x,26.5,1
N_hist_auth_month_lag_std,26.5,3
union_installments_max_skew,26.5,3
union_purchase_amount_min_std,26.5,1
score_log6_max,26.5,4
merchants_avg_purchases_lag12_median,26.5,2
historica_merchants_category_4_sum,26.5,4
N_hist_auth_purchase_month_mean,26.25,2
score_log12_skew,26.25,3
hist_installments_std_skew,26.25,2
historica_merchants_category_4_sum,26.25,2
historica_merchants_numerical_2_skew,26.25,3
historica_merchants_numerical_1_skew,26.25,3
new_purchase_amount_mean_mean,26.25,1
new_purchase_date_max,26.25,4
Y_union_auth_purchase_month_mean,26.0,2
new_purchase_month_max,26.0,2
hist_purchase_amount_mean_mean,26.0,1
N_union_month_nunique_x,26.0,1
merchants_avg_sales_lag6_median,26.0,2
Y_union_auth_month_lag_std,26.0,1
first_active_month_weekofyear,26.0,1
hist_installments_sum,26.0,3
union_installments_skew_mean,25.75,3
11_2017_rate,25.75,1
union_installments_min_skew,25.75,1
9_2017_rate,25.75,3
7_2017_rate,25.75,1
hist_month_lag_skew,25.75,2
N_hist_auth_purchase_date_min,25.75,1
score_log12_max,25.75,4
N_hist_auth_purchase_month_std,25.75,1
first_active_month_weekofyear,25.75,3
hist_purchase_amount_min_mean,25.5,3
Y_union_auth_purchase_month_std,25.5,2
union_month_diff_std,25.5,4
union_installments_median_skew,25.5,1
new_purchase_amount_sum,25.25,2
N_hist_auth_purchase_date_min,25.25,3
union_installments_skew_std,25.25,1
merchants_active_months_lag12_std,25.25,2
union_purchase_amount_median_mean,25.25,2
union_purchase_month_std,25.25,1
score_log12_median,25.25,4
hist_purchase_amount_count_std,25.25,1
hist_purchase_amount_min_mean,25.25,2
new_purchase_month_std,25.25,4
new_merchants_category_1_mean,25.0,2
new_merchants_numerical_2_median,25.0,2
hist_purchase_amount_mean_skew,25.0,2
Y_hist_auth_purchase_month_std,25.0,1
Y_hist_auth_purchase_month_mean,25.0,3
union_installments_skew_skew,25.0,3
union_weekofyear_nunique_x,25.0,2
hist_purchase_month_std,25.0,3
new_purchase_month_min,25.0,3
Y_hist_auth_month_diff_std,25.0,4
Y_hist_auth_purchase_month_std,25.0,2
N_hist_auth_purchase_amount_mean,25.0,1
hist_installments_mean_skew,24.75,1
N_hist_auth_purchase_amount_max,24.75,3
hist_installments_skew_mean,24.75,2
merchants_avg_purchases_lag6_min,24.75,4
10_2017_rate,24.75,3
3_2017_rate,24.75,3
union_installments_skew_std,24.75,3
historica_merchants_category_1_mean,24.75,1
historica_merchants_merchant_group_id_nunique,24.75,2
union_purchase_amount_min_std,24.75,4
N_hist_auth_purchase_month_std,24.5,3
N_hist_auth_purchase_amount_max,24.5,4
hist_installments_skew_std,24.5,2
union_weekofyear_nunique_x,24.5,3
hist_category_1_mean,24.5,2
Y_union_auth_purchase_month_std,24.5,1
union_installments_var_skew,24.5,2
N_hist_auth_purchase_amount_mean,24.5,2
score_log6_max,24.25,2
Y_hist_auth_purchase_amount_std,24.25,4
union_month_nunique,24.25,1
score_numerical_median,24.25,3
merchants_active_months_lag12_mean,24.25,1
Y_hist_auth_purchase_amount_std,24.25,3
union_month_nunique_x,24.25,2
hist_month_lag_mean_x,24.25,4
merchants_avg_purchases_lag6_median,24.25,3
merchants_avg_purchases_lag3_std,24.25,2
score_numerical_median,24.25,4
union_category_1_mean,24.0,4
N_hist_auth_purchase_month_mean,24.0,4
3_2017_rate,24.0,1
score_log3_std,24.0,1
hist_category_1_mean,24.0,3
N_hist_auth_merchant_id_nunique,24.0,3
5_2017_rate,24.0,2
hist_purchase_amount_skew_mean,24.0,4
merchants_avg_purchases_lag6_min,24.0,2
hist_month_lag_mean_y,23.75,3
hist_purchase_amount_median_std,23.75,3
merchants_avg_sales_lag3_min,23.75,4
Y_hist_auth_purchase_date_ptp,23.75,2
score_log12_max,23.75,3
merchants_avg_purchases_lag3_skew,23.75,3
score_log12_skew,23.75,2
union_purchase_amount_min_mean,23.75,2
Y_hist_auth_month_lag_std,23.5,3
union_purchase_amount_std_std,23.5,1
score_log3_skew,23.5,2
merchants_active_months_lag12_skew,23.5,4
Y_union_auth_purchase_amount_min,23.5,1
new_merchants_category_1_mean,23.5,4
score_log3_max,23.5,2
hist_purchase_amount_min,23.5,1
union_installments_skew_skew,23.5,4
hist_purchase_date_uptonow,23.5,1
hist_installments_max_skew,23.25,4
merchants_avg_purchases_lag3_skew,23.25,1
N_hist_auth_month_lag_std,23.25,4
score_numerical_std,23.25,1
merchants_avg_sales_lag6_min,23.0,3
new_purchase_month_min,23.0,4
union_purchase_amount_mean_skew,23.0,4
union_purchase_date_ptp,23.0,1
union_installments_max_skew,23.0,2
Y_hist_auth_purchase_date_ptp,23.0,4
hist_month_lag_mean_x,23.0,3
new_merchants_numerical_1_min,23.0,2
Y_union_auth_purchase_amount_std,23.0,3
Y_union_auth_purchase_date_ptp,23.0,1
Y_hist_auth_purchase_amount_min,22.75,3
union_installments_var_skew,22.75,1
historica_merchants_numerical_1_skew,22.75,1
merchants_avg_sales_lag3_skew,22.75,3
union_purchase_month_mean,22.75,3
union_installments_skew_mean,22.75,4
score_log3_max,22.75,3
new_purchase_amount_sum,22.75,4
union_purchase_amount_min_std,22.75,3
merchants_avg_purchases_lag3_std,22.75,4
Y_union_auth_purchase_month_mean,22.75,1
hist_installments_var_skew,22.5,2
union_installments_mean_skew,22.5,1
merchants_avg_purchases_lag12_min,22.5,1
union_merchants_numerical_2_skew,22.5,3
10_2017_rate,22.5,2
new_purchase_amount_std_mean,22.5,2
N_hist_auth_purchase_month_std,22.5,4
historica_merchants_category_1_mean,22.5,4
Y_hist_auth_month_diff_std,22.5,2
Y_hist_auth_purchase_date_average,22.25,4
union_merchants_category_4_sum,22.25,1
union_weekofyear_nunique,22.25,1
union_month_lag_mean_y,22.25,4
7_2017_rate,22.25,2
Y_hist_auth_category_1_mean,22.25,4
score_log12_max,22.25,2
hist_month_lag_mean_x,22.0,2
5_2017_rate,22.0,1
Y_hist_auth_purchase_amount_max,22.0,3
N_union_auth_month_diff_std,22.0,2
hist_purchase_month_std,22.0,1
N_union_auth_purchase_date_average,22.0,4
merchants_avg_sales_lag3_median,22.0,2
hist_purchase_date_ptp,22.0,3
hist_purchase_month_std,22.0,2
new_purchase_month_min,21.75,1
union_merchants_category_4_mean,21.75,3
1_2018_rate,21.75,3
N_hist_auth_purchase_date_max,21.75,1
score_log3_skew,21.75,1
N_hist_auth_month_lag_std,21.75,2
hist_installments_median_skew,21.75,4
union_installments_std_skew,21.75,4
hist_month_lag_std_y,21.75,1
N_hist_auth_subsector_id_nunique,21.5,1
hist_purchase_amount_mean_mean,21.5,2
union_purchase_amount_min,21.5,3
Y_hist_auth_merchant_id_nunique,21.5,2
merchants_active_months_lag12_mean,21.5,4
union_purchase_amount_min,21.25,1
historica_merchants_category_1_mean,21.25,2
score_log3_mean,21.25,1
Y_union_auth_purchase_month_std,21.25,4
union_purchase_amount_median_mean,21.25,1
hist_purchase_amount_median_mean,21.25,1
N_hist_auth_state_id_nunique,21.25,2
merchants_avg_purchases_lag12_skew,21.25,3
N_hist_auth_category_1_mean,21.25,1
new_purchase_month_max,21.0,3
historica_merchants_numerical_2_skew,21.0,2
historica_merchants_category_4_mean,21.0,1
hist_installments_skew_std,21.0,4
score_log6_mean,21.0,1
union_merchants_numerical_1_skew,21.0,3
union_installments_mean_skew,21.0,2
Y_hist_auth_category_1_mean,21.0,1
11_2017_rate,21.0,3
N_hist_auth_purchase_amount_mean,21.0,4
Y_union_auth_purchase_date_ptp,21.0,2
feature_2,21.0,1
merchants_avg_sales_lag6_skew,21.0,1
hist_purchase_date_ptp,21.0,2
hist_purchase_amount_mean_mean,21.0,3
merchants_avg_sales_lag6_min,21.0,4
hist_month_lag_mean_y,20.75,4
N_hist_auth_installments_std,20.75,4
union_weekofyear_nunique,20.75,3
7_2017_rate,20.75,3
hist_installments_std_skew,20.75,4
Y_union_auth_purchase_amount_min,20.75,2
new_purchase_amount_mean_mean,20.75,4
2_2018_rate,20.75,2
historica_merchants_numerical_1_skew,20.75,4
new_merchants_numerical_1_std,20.75,2
N_hist_auth_purchase_date_max,20.75,3
6_2017_rate,20.75,2
Y_union_auth_purchase_amount_std,20.75,2
score_log3_skew,20.5,4
Y_union_auth_purchase_month_mean,20.5,3
hist_month_diff_std,20.5,1
union_purchase_amount_max_skew,20.5,4
first_active_month_weekofyear,20.5,4
hist_installments_min_skew,20.5,3
new_purchase_month_min,20.5,2
new_merchants_numerical_1_median,20.5,1
N_hist_auth_month_diff_std,20.5,2
N_hist_auth_purchase_date_min,20.5,2
