feature,importance,fold
union_purchase_amount_skew_std,50.5,3
union_merchants_category_1_mean,50.5,1
hist_purchase_amount_std_skew,50.5,1
new_purchase_month_std,50.25,1
score_numerical_skew,50.0,1
Y_union_authorizedmonth_lag_mean,49.5,1
Y_union_authorizedcategory_1_mean,49.25,4
N_hist_installments_sum,49.25,1
union_purchase_amount_median_skew,49.25,3
hist_purchase_amount_skew_skew,48.75,2
hist_purchase_amount_median_skew,48.5,4
N_hist_purchase_date_max,48.5,3
N_hist_purchase_date_min,48.5,2
Y_union_month_nunique,48.5,4
new_purchase_date_min,48.25,4
hist_purchase_amount_skew_std,48.25,1
new_purchase_amount_min_mean,48.25,1
hist_month_diff_mean,48.0,2
Y_union_month_nunique,47.75,2
hist_purchase_amount_var_skew,47.75,3
score_log12_median,47.75,1
hist_purchase_date_min,47.75,2
union_month_lag_skew,47.75,3
new_month_diff_mean,47.5,1
union_month_lag_mean_x,47.5,1
union_purchase_amount_skew_skew,47.5,2
hist_purchase_amount_count_skew,47.25,1
hist_month_diff_mean,47.25,4
merchants_active_months_lag12_std,47.0,1
Y_union_authorizedmonth_diff_mean,47.0,4
N_hist_purchase_amount_min,47.0,2
hist_purchase_amount_max_skew,46.75,3
N_hist_purchase_amount_sum,46.5,1
merchants_avg_purchases_lag3_min,46.5,2
score_log6_median,46.5,1
score_log3_median,46.5,1
merchants_avg_sales_lag12_min,46.25,3
Y_union_authorizedmonth_lag_mean,46.0,3
union_merchants_category_1_sum,46.0,1
N_hist_purchase_amount_std,46.0,1
union_purchase_amount_skew_skew,45.5,1
hist_purchase_amount_skew_mean,45.5,1
N_hist_purchase_amount_sum,45.25,3
hist_purchase_amount_skew_std,45.0,4
merchants_avg_purchases_lag6_median,45.0,1
union_purchase_amount_skew_mean,44.75,4
union_purchase_amount_count_skew,44.75,3
union_purchase_amount_var_skew,44.75,1
Y_hist_purchase_date_ptp,44.5,1
hist_purchase_amount_std_skew,44.5,3
N_hist_purchase_date_ptp,44.0,1
hist_purchase_amount_count_skew,43.75,3
union_installments_skew_mean,43.75,1
hist_installments_skew_skew,43.75,1
new_purchase_amount_median_mean,43.75,1
union_purchase_amount_skew_std,43.5,4
merchants_active_months_lag12_skew,43.5,3
new_purchase_amount_median_mean,43.5,3
union_month_lag_mean_y,43.5,3
union_month_lag_mean_y,43.25,2
N_hist_purchase_date_max,43.25,2
hist_purchase_amount_skew_skew,43.0,4
new_purchase_amount_min_mean,42.75,3
union_month_lag_skew,42.75,2
hist_purchase_amount_var_skew,42.75,2
union_purchase_amount_std_skew,42.75,1
hist_purchase_date_min,42.5,1
N_hist_installments_sum,42.5,3
score_numerical_skew,42.25,3
hist_month_lag_mean_x,42.0,1
merchants_avg_purchases_lag3_min,42.0,3
union_purchase_amount_count_skew,42.0,1
union_month_lag_mean_y,42.0,4
union_purchase_amount_median_skew,41.75,2
union_purchase_amount_min_skew,41.75,1
merchants_avg_purchases_lag3_median,41.75,2
new_purchase_amount_min,41.75,1
new_merchants_category_1_sum,41.75,3
new_purchase_amount_std,41.5,3
N_hist_card_id_size,41.5,1
historica_merchants_category_1_sum,41.25,4
Y_hist_purchase_amount_mean,41.25,1
hist_purchase_amount_median_skew,41.0,3
new_merchants_category_1_mean,40.5,3
merchants_avg_sales_lag3_min,40.5,3
score_log12_median,40.25,3
Y_union_authorizedmonth_diff_mean,40.25,2
hist_purchase_amount_median_skew,40.0,2
union_purchase_amount_max_skew,40.0,1
N_hist_purchase_date_ptp,39.75,2
new_merchants_category_1_sum,39.75,1
union_purchase_amount_std_skew,39.75,3
hist_purchase_amount_var_skew,39.5,4
new_purchase_amount_min,39.5,4
hist_purchase_date_min,39.5,3
new_purchase_amount_min_mean,39.5,4
new_purchase_amount_std,39.25,2
hist_purchase_date_min,39.25,4
N_hist_purchase_amount_mean,39.0,3
new_purchase_amount_sum,39.0,1
N_hist_purchase_amount_min,39.0,4
union_month_lag_skew,39.0,4
hist_installments_skew_std,39.0,1
new_merchants_numerical_1_min,39.0,1
union_category_1_mean,39.0,1
merchants_avg_purchases_lag3_median,39.0,3
union_category_1_mean,38.75,3
N_hist_installments_std,38.75,3
union_purchase_amount_count_skew,38.75,2
union_merchants_category_1_sum,38.75,4
N_hist_month_lag_std,38.75,3
union_merchants_category_1_sum,38.5,2
score_numerical_skew,38.5,2
N_hist_purchase_amount_std,38.25,3
hist_authorized_flag_mean,38.25,1
N_hist_purchase_date_max,38.25,4
Y_hist_month_lag_mean,38.25,1
union_purchase_month_std,38.0,3
merchants_avg_sales_lag12_min,38.0,2
N_hist_card_id_size,38.0,3
new_purchase_amount_count_mean,38.0,4
union_month_diff_mean,37.75,4
N_hist_purchase_month_std,37.75,3
N_hist_month_lag_std,37.5,1
N_hist_month_lag_mean,37.5,3
N_hist_month_diff_std,37.5,1
new_purchase_amount_count_mean,37.5,2
Y_hist_purchase_amount_mean,37.25,4
hist_purchase_amount_median_std,37.25,1
N_hist_purchase_amount_std,37.25,2
new_merchants_category_1_sum,37.25,4
Y_union_authorizedmonth_lag_mean,37.0,4
union_authorized_flag_mean,37.0,1
union_purchase_amount_skew_skew,37.0,3
hist_installments_var_skew,37.0,1
score_log3_max,37.0,1
score_log3_median,36.75,2
N_hist_purchase_date_ptp,36.75,4
Y_hist_purchase_date_ptp,36.75,4
hist_month_lag_skew,36.5,1
new_purchase_amount_min,36.25,2
hist_authorized_flag_mean,36.25,4
hist_purchase_amount_skew_mean,36.25,3
merchants_avg_purchases_lag3_median,36.0,4
N_hist_installments_sum,36.0,2
Y_hist_category_1_mean,36.0,3
new_purchase_amount_count_mean,36.0,3
Y_hist_month_lag_mean,36.0,3
union_category_1_mean,36.0,2
union_month_diff_mean,35.75,2
new_purchase_month_std,35.75,3
new_purchase_amount_mean_mean,35.75,3
N_hist_card_id_size,35.75,4
hist_month_lag_mean_x,35.75,3
hist_purchase_amount_min_skew,35.75,2
score_log6_max,35.5,1
union_purchase_amount_skew_skew,35.5,4
Y_union_authorizedmonth_lag_std,35.5,3
N_hist_purchase_amount_sum,35.5,2
N_hist_month_lag_mean,35.5,2
score_numerical_median,35.5,1
merchants_avg_sales_lag12_min,35.5,4
hist_purchase_amount_mean_skew,35.5,3
new_purchase_amount_count_mean,35.5,1
union_purchase_amount_min_skew,35.5,3
hist_purchase_amount_skew_std,35.25,2
hist_purchase_amount_skew_mean,35.25,2
new_purchase_month_std,35.25,2
hist_purchase_amount_min_skew,35.25,3
Y_hist_month_lag_std,35.25,1
new_merchants_category_1_mean,35.0,1
Y_union_authorizedpurchase_month_std,35.0,1
N_hist_purchase_month_mean,35.0,3
N_hist_purchase_amount_sum,35.0,4
hist_installments_max_skew,35.0,3
merchants_avg_purchases_lag3_min,34.75,4
Y_union_authorizedpurchase_month_std,34.75,3
merchants_avg_sales_lag3_min,34.5,1
new_purchase_amount_median_mean,34.5,2
union_purchase_amount_skew_mean,34.5,2
hist_purchase_amount_std_skew,34.5,2
union_purchase_amount_mean_skew,34.5,1
union_month_lag_mean_x,34.5,3
N_union_hour_nunique_x,34.25,1
score_log12_max,34.25,1
hist_installments_var_skew,34.25,3
union_purchase_amount_var_skew,34.25,2
historica_merchants_category_4_sum,34.25,1
hist_purchase_amount_count_skew,34.25,2
merchants_avg_purchases_lag3_std,34.0,1
historica_merchants_merchant_group_id_nunique,34.0,4
merchants_avg_sales_lag12_median,34.0,1
union_month_diff_std,34.0,1
score_log3_median,34.0,3
historica_merchants_category_4_sum,33.75,3
new_purchase_month_max,33.75,1
score_numerical_skew,33.75,4
historica_merchants_merchant_group_id_nunique,33.75,3
new_purchase_amount_median_mean,33.75,4
merchants_active_months_lag12_skew,33.75,1
score_log3_median,33.75,4
union_installments_min_skew,33.5,1
N_hist_purchase_amount_max,33.5,3
union_purchase_amount_max_skew,33.5,3
Y_hist_purchase_date_ptp,33.5,3
merchants_avg_purchases_lag12_median,33.5,1
merchants_avg_purchases_lag6_median,33.25,2
hist_installments_std_skew,33.25,1
hist_purchase_amount_max_skew,33.25,4
score_log12_median,33.25,2
hist_installments_min_skew,33.0,1
union_purchase_amount_var_skew,33.0,3
union_authorized_flag_std,33.0,1
new_month_diff_mean,33.0,3
hist_installments_mean_skew,33.0,1
hist_purchase_month_std,32.75,3
score_log6_median,32.75,2
merchants_avg_sales_lag6_min,32.75,1
union_purchase_amount_skew_mean,32.75,3
new_month_diff_mean,32.5,2
union_merchants_category_1_mean,32.5,2
N_hist_month_lag_mean,32.25,4
Y_hist_purchase_month_std,32.25,3
merchants_avg_sales_lag3_min,32.25,2
union_purchase_amount_skew_mean,32.25,1
union_purchase_amount_std_skew,32.25,2
union_purchase_amount_min_std,32.25,3
Y_union_authorizedmonth_lag_mean,32.25,2
N_hist_category_1_mean,32.25,3
union_purchase_amount_min_std,32.0,1
Y_hist_purchase_date_ptp,32.0,2
merchants_active_months_lag12_skew,32.0,2
Y_hist_month_lag_mean,32.0,4
N_hist_installments_std,32.0,1
new_purchase_amount_min,31.75,3
union_purchase_month_mean,31.75,1
N_hist_purchase_month_mean,31.75,1
new_purchase_amount_min_mean,31.75,2
merchants_avg_purchases_lag6_min,31.75,1
N_hist_merchant_category_id_nunique,31.75,3
new_purchase_amount_sum,31.5,3
score_log12_max,31.5,3
Y_hist_purchase_amount_min,31.25,3
first_active_month_weekofyear,31.25,1
hist_installments_skew_mean,31.25,1
hist_purchase_amount_min_skew,31.25,4
merchants_avg_purchases_lag3_std,31.25,3
new_purchase_amount_skew_mean,31.0,2
hist_authorized_flag_mean,31.0,3
union_month_lag_std_x,31.0,1
hist_authorized_flag_mean,31.0,2
hist_month_diff_std,31.0,3
hist_installments_max_skew,31.0,2
hist_month_lag_mean_y,30.75,3
N_hist_purchase_amount_max,30.75,2
N_hist_month_diff_std,30.75,4
union_installments_skew_skew,30.75,1
score_log6_median,30.75,4
hist_month_lag_skew,30.5,3
score_log6_median,30.5,3
historica_merchants_numerical_1_skew,30.5,3
hist_purchase_amount_count_skew,30.5,4
hist_purchase_amount_std_skew,30.5,4
Y_hist_month_diff_std,30.5,1
merchants_active_months_lag12_std,30.5,4
union_purchase_amount_max_skew,30.25,2
merchants_avg_purchases_lag3_std,30.25,4
N_union_hour_nunique_x,30.25,3
union_merchants_category_1_mean,30.25,3
Y_union_authorizedpurchase_month_mean,30.25,2
union_month_diff_std,30.25,3
N_hist_installments_sum,30.0,4
union_purchase_amount_skew_std,30.0,2
Y_union_authorizedmonth_lag_std,30.0,2
Y_union_authorizedmonth_diff_std,30.0,1
N_hist_category_2_1.0_sum,30.0,1
union_purchase_amount_std_skew,30.0,4
merchants_avg_purchases_lag6_min,30.0,2
union_purchase_amount_min_skew,29.75,2
hist_month_diff_std,29.75,1
merchants_avg_sales_lag3_median,29.75,1
hist_purchase_amount_mean_skew,29.75,2
score_numerical_median,29.75,3
N_hist_installments_std,29.75,2
Y_union_authorizedpurchase_amount_min,29.5,3
merchants_avg_purchases_lag12_median,29.5,3
hist_purchase_amount_count_mean,29.5,1
merchants_avg_sales_lag6_median,29.5,1
historica_merchants_category_1_mean,29.5,1
hist_purchase_month_std,29.5,1
merchants_avg_sales_lag3_min,29.5,4
union_purchase_amount_mean_skew,29.25,3
N_hist_category_1_mean,29.25,1
hist_installments_std_skew,29.25,3
union_purchase_amount_min,29.25,3
union_authorized_flag_mean,29.25,3
historica_merchants_merchant_group_id_nunique,29.25,1
hist_installments_skew_skew,29.25,2
Y_hist_purchase_month_std,29.25,1
union_purchase_amount_min_std,29.25,4
score_log12_skew,29.25,1
merchants_avg_sales_lag12_median,29.25,3
new_merchants_numerical_1_median,29.0,2
N_hist_purchase_month_mean,29.0,2
hist_purchase_amount_min,29.0,1
hist_month_lag_std_x,29.0,1
new_purchase_month_min,28.75,1
union_purchase_month_std,28.75,1
hist_installments_min_skew,28.75,3
score_log3_skew,28.75,3
historica_merchants_category_1_mean,28.75,3
union_installments_skew_mean,28.75,3
hist_purchase_amount_median_mean,28.5,4
union_installments_max_skew,28.5,3
N_hist_purchase_month_std,28.5,2
Y_hist_purchase_amount_mean,28.5,2
merchants_avg_sales_lag6_median,28.5,2
Y_union_authorizedpurchase_month_mean,28.5,1
union_purchase_amount_count_skew,28.5,4
hist_purchase_amount_max_skew,28.5,2
hist_month_lag_mean_y,28.5,1
score_numerical_std,28.25,1
merchants_avg_purchases_lag6_median,28.25,3
union_month_lag_std_x,28.25,3
union_purchase_month_std,28.25,4
union_purchase_amount_std_std,28.25,1
hist_purchase_amount_count_std,28.25,1
N_hist_purchase_amount_max,28.25,1
union_month_lag_mean_x,28.25,2
N_hist_purchase_amount_mean,28.25,1
union_authorized_flag_mean,28.0,4
union_purchase_amount_mean_skew,28.0,2
new_purchase_month_min,28.0,3
feature_1,28.0,3
Y_hist_category_1_mean,28.0,4
union_weekofyear_nunique,28.0,4
union_category_1_mean,27.75,4
score_numerical_median,27.75,4
score_log3_max,27.75,4
union_month_nunique_x,27.75,1
score_log6_max,27.75,2
hist_purchase_amount_mean_skew,27.75,4
new_category_3_0_sum,27.75,4
union_month_nunique_x,27.5,2
N_hist_purchase_month_std,27.5,1
Y_hist_installments_sum,27.5,1
merchants_avg_purchases_lag3_std,27.5,2
hist_purchase_amount_count_mean,27.5,2
merchants_active_months_lag12_std,27.5,3
merchants_avg_purchases_lag6_min,27.5,3
merchants_avg_purchases_lag6_min,27.25,4
hist_installments_skew_std,27.25,3
hist_month_lag_mean_y,27.25,4
N_hist_month_diff_std,27.25,3
new_category_3_0_sum,27.25,3
new_month_diff_mean,27.25,4
new_purchase_amount_mean_mean,27.25,2
score_log12_max,27.25,2
N_union_hour_nunique_x,27.25,4
N_union_weekofyear_nunique_x,27.25,3
feature_1,27.25,4
feature_1,27.25,1
hist_month_lag_skew,27.0,2
N_hist_purchase_month_std,27.0,4
hist_month_lag_std_x,27.0,3
hist_installments_median_skew,27.0,4
Y_hist_purchase_amount_max,27.0,3
hist_installments_sum,27.0,4
union_purchase_amount_min_skew,27.0,4
hist_installments_skew_skew,27.0,4
score_numerical_median,27.0,2
union_month_nunique,27.0,1
merchants_active_months_lag12_mean,26.75,3
union_purchase_month_mean,26.75,3
N_hist_category_1_mean,26.75,2
hist_purchase_date_ptp,26.75,1
hist_installments_max_skew,26.75,1
Y_union_authorizedpurchase_month_mean,26.75,3
hist_purchase_date_ptp,26.75,3
score_log3_max,26.75,3
score_log3_mean,26.75,1
score_log12_skew,26.5,3
N_hist_purchase_amount_max,26.5,4
N_union_weekofyear_nunique_x,26.5,4
union_purchase_date_ptp,26.5,1
new_purchase_month_max,26.5,2
merchants_avg_purchases_lag12_median,26.5,2
merchants_avg_sales_lag12_std,26.5,3
Y_hist_purchase_amount_mean,26.5,3
hist_installments_skew_skew,26.5,3
hist_authorized_flag_std,26.5,3
Y_union_authorizedmonth_lag_std,26.25,1
historica_merchants_merchant_group_id_nunique,26.25,2
union_installments_max_skew,26.25,1
union_purchase_amount_var_skew,26.25,4
merchants_avg_purchases_lag3_skew,26.25,1
Y_hist_purchase_amount_max,26.25,2
Y_hist_purchase_amount_std,26.25,4
new_merchants_numerical_1_std,26.25,1
new_merchant_category_id_nunique,26.0,1
hist_purchase_amount_skew_mean,26.0,4
Y_union_authorizedmonth_diff_std,26.0,3
union_purchase_amount_count_std,26.0,1
hist_purchase_amount_median_mean,26.0,2
Y_union_authorizedpurchase_month_std,26.0,2
hist_category_3_1_sum,26.0,1
Y_hist_month_lag_std,26.0,3
new_month_diff_std,26.0,1
new_purchase_amount_mean_mean,26.0,4
union_purchase_amount_median_mean,26.0,3
N_hist_purchase_month_mean,26.0,4
score_log3_skew,26.0,1
N_hist_category_1_sum,26.0,1
hist_installments_max_skew,25.75,4
hist_purchase_date_ptp,25.75,2
merchants_avg_sales_lag12_median,25.75,2
new_merchants_category_1_mean,25.75,4
merchants_active_months_lag12_std,25.75,2
Y_union_authorizedpurchase_amount_min,25.75,1
Y_union_authorizedpurchase_amount_std,25.75,3
hist_purchase_amount_count_mean,25.75,3
hist_purchase_amount_median_mean,25.75,3
Y_hist_purchase_month_std,25.75,2
hist_purchase_amount_min_mean,25.75,3
merchants_avg_purchases_lag12_min,25.5,3
hist_authorized_flag_std,25.5,4
N_hist_category_3_2_sum,25.5,4
N_hist_purchase_amount_mean,25.5,2
union_purchase_amount_min_mean,25.25,1
merchants_avg_purchases_lag3_skew,25.25,3
N_union_month_nunique_x,25.25,1
Y_hist_purchase_month_mean,25.25,3
Y_hist_purchase_amount_std,25.25,2
Y_hist_month_diff_std,25.25,3
union_merchants_category_1_mean,25.0,4
hist_authorized_flag_std,25.0,2
Y_union_authorizedmonth_diff_std,25.0,2
union_installments_skew_skew,25.0,2
hist_purchase_amount_count_mean,25.0,4
Y_hist_purchase_amount_min,24.75,2
Y_union_authorizedmonth_lag_std,24.75,4
N_hist_month_diff_std,24.75,2
hist_purchase_amount_mean_mean,24.75,1
Y_hist_purchase_amount_min,24.75,1
Y_hist_category_1_mean,24.75,2
union_installments_max_skew,24.5,4
merchants_active_months_lag12_mean,24.5,1
hist_installments_sum,24.5,3
score_log6_max,24.5,4
hist_installments_var_skew,24.5,4
N_hist_category_2_1.0_sum,24.5,2
N_hist_month_lag_std,24.25,4
first_active_month_weekofyear,24.25,3
score_log3_skew,24.25,2
historica_merchants_category_1_mean,24.25,2
hist_installments_median_skew,24.25,1
hist_month_lag_skew,24.25,4
new_merchants_numerical_1_skew,24.25,1
hist_installments_mean_skew,24.0,2
hist_category_1_mean,24.0,3
new_merchants_numerical_1_median,24.0,4
historica_merchants_numerical_2_skew,24.0,3
score_numerical_std,24.0,3
hist_installments_skew_std,24.0,4
score_log12_median,24.0,4
N_hist_merchant_id_nunique,24.0,3
union_purchase_amount_min_mean,24.0,2
new_purchase_amount_sum,24.0,4
new_merchants_numerical_1_median,23.75,1
merchants_avg_sales_lag6_skew,23.75,1
score_log12_skew,23.75,4
merchants_avg_sales_lag6_min,23.75,2
N_union_weekofyear_nunique_x,23.75,1
new_merchants_numerical_2_median,23.75,3
N_hist_installments_std,23.75,4
hist_purchase_amount_min_std,23.75,1
hist_installments_sum,23.75,2
union_installments_max_skew,23.75,2
hist_authorized_flag_std,23.75,1
N_hist_card_id_size,23.75,2
new_purchase_month_max,23.75,3
hist_purchase_date_ptp,23.75,4
N_hist_purchase_amount_std,23.5,4
new_merchants_numerical_1_min,23.5,2
new_merchants_category_1_mean,23.5,2
union_merchants_category_4_sum,23.5,3
Y_hist_month_lag_mean,23.5,2
Y_union_authorizedpurchase_amount_min,23.5,4
hist_month_lag_mean_y,23.5,2
feature_2,23.5,3
historica_merchants_category_4_sum,23.25,4
Y_union_authorizedpurchase_month_std,23.25,4
new_category_3_0_sum,23.25,1
merchants_avg_sales_lag3_skew,23.25,1
hist_purchase_amount_min_std,23.25,3
Y_union_authorizedpurchase_amount_min,23.25,2
first_active_month_month,23.25,1
union_purchase_amount_mean_skew,23.25,4
union_purchase_amount_min_mean,23.0,3
hist_month_lag_std_y,23.0,1
union_installments_max_std,23.0,3
union_purchase_amount_min,23.0,1
merchants_avg_sales_lag3_skew,23.0,3
N_union_authorizedmonth_diff_mean,23.0,1
score_log6_mean,23.0,3
score_log6_skew,23.0,1
hist_category_1_mean,23.0,1
score_log6_max,23.0,3
hist_purchase_amount_min_mean,23.0,2
union_installments_skew_mean,23.0,4
Y_union_authorizedpurchase_amount_std,22.75,1
union_installments_mean_skew,22.75,1
new_category_3_0_sum,22.75,2
union_merchants_category_4_sum,22.75,1
N_union_weekofyear_nunique_x,22.75,2
hist_purchase_amount_mean_mean,22.5,2
score_log6_mean,22.5,1
union_purchase_amount_median_mean,22.5,2
hist_category_3_1_mean,22.5,3
union_purchase_amount_median_mean,22.5,4
union_merchants_category_2_sum,22.5,1
new_purchase_amount_sum,22.5,2
union_installments_skew_std,22.5,3
merchants_active_months_lag12_skew,22.5,4
hist_installments_skew_std,22.5,2
hist_installments_median_skew,22.25,3
hist_purchase_month_std,22.25,4
score_log6_skew,22.25,3
hist_merchant_id_nunique,22.25,1
union_purchase_amount_median_std,22.25,1
hist_installments_skew_mean,22.25,2
union_purchase_amount_median_mean,22.25,1
union_purchase_month_std,22.25,2
feature_2,22.25,1
hist_purchase_amount_median_std,22.25,3
hist_installments_var_skew,22.25,2
union_purchase_month_mean,22.25,2
score_log6_skew,22.25,4
hist_installments_min_skew,22.0,4
new_purchase_amount_mean_mean,22.0,1
historica_merchants_category_4_sum,22.0,2
new_purchase_amount_median_std,22.0,1
hist_category_1_mean,22.0,2
new_purchase_amount_std_mean,22.0,1
hist_installments_sum,22.0,1
Y_union_authorizedpurchase_date_ptp,22.0,1
score_log12_max,21.75,4
union_installments_skew_mean,21.75,2
union_purchase_amount_median_std,21.75,4
new_merchants_numerical_2_median,21.75,2
Y_hist_month_diff_std,21.75,2
hist_purchase_amount_mean_mean,21.75,4
Y_union_authorizedcategory_3_1_mean,21.75,1
Y_hist_installments_sum,21.75,4
score_log12_mean,21.75,3
union_merchants_category_4_mean,21.75,3
new_category_3_1_mean,21.5,4
union_purchase_amount_max_skew,21.5,4
union_installments_std_skew,21.5,3
hist_purchase_amount_count_std,21.5,3
union_installments_min_mean,21.5,3
hist_installments_std_skew,21.5,2
Y_union_authorizedpurchase_amount_max,21.5,3
union_weekofyear_nunique_x,21.5,1
N_hist_category_1_mean,21.5,4
hist_month_lag_mean_x,21.5,4
N_hist_category_3_0_sum,21.5,3
union_authorized_flag_std,21.5,3
new_month_diff_std,21.5,3
union_month_lag_mean_x,21.5,4
merchants_avg_purchases_lag6_median,21.25,4
hist_purchase_amount_min,21.25,3
hist_purchase_amount_mean_mean,21.25,3
historica_merchants_numerical_1_skew,21.25,1
union_installments_min_skew,21.25,3
union_installments_var_skew,21.25,1
historica_merchants_category_4_mean,21.25,1
new_merchants_numerical_1_max,21.25,1
new_merchants_numerical_1_mean,21.25,1
score_log3_skew,21.25,4
union_month_lag_std_y,21.25,1
score_log3_std,21.25,1
N_hist_category_1_sum,21.25,3
union_merchants_numerical_2_skew,21.25,3
hist_purchase_month_mean,21.25,1
historica_merchants_numerical_2_skew,21.25,2
union_weekofyear_nunique_x,21.25,2
Y_union_authorizedinstallments_sum,21.25,1
N_hist_category_2_3.0_sum,21.0,1
union_installments_skew_skew,21.0,4
merchants_avg_purchases_lag12_skew,21.0,3
union_weekofyear_nunique_x,21.0,3
hist_month_lag_mean_x,21.0,2
union_weekofyear_nunique_x,21.0,4
new_purchase_month_min,21.0,2
hist_purchase_amount_min_mean,21.0,4
union_installments_var_skew,21.0,3
hist_installments_min_skew,21.0,2
hist_purchase_amount_median_std,21.0,4
hist_month_diff_std,21.0,4
hist_purchase_amount_std_std,20.75,1
union_weekofyear_nunique,20.75,3
merchants_avg_purchases_lag3_skew,20.75,4
hist_purchase_month_mean,20.75,3
N_hist_category_2_1.0_sum,20.75,3
new_merchants_numerical_1_min,20.75,3
union_installments_median_skew,20.75,1
score_log3_mean,20.75,4
feature_2,20.75,2
hist_category_3_1_sum,20.75,3
union_purchase_amount_max_std,20.75,3
historica_merchants_category_1_mean,20.75,4
Y_hist_purchase_amount_sum,20.75,1
new_purchase_amount_skew_mean,20.75,1
merchants_avg_sales_lag12_std,20.75,1
