feature,importance,fold
Y_hist_auth_purchase_date_uptonow,35.25,3
new_merchants_category_1_sum,35.25,4
Y_union_auth_purchase_date_uptonow,35.25,3
score_log6_median,35.25,4
N_hist_auth_month_lag_std,35.25,3
hist_purchase_date_uptonow,35.0,3
hist_purchase_amount_skew_std,35.0,2
hist_purchase_date_min,35.0,4
merchants_avg_sales_lag12_median,35.0,3
score_log3_max,35.0,3
hist_month_diff_std,34.75,3
Y_hist_auth_purchase_date_average,34.75,3
new_purchase_month_std,34.75,1
new_purchase_amount_min_mean,34.75,4
hist_installments_max_skew,34.75,2
N_hist_auth_purchase_date_average,34.75,2
new_purchase_amount_min_mean,34.5,1
N_hist_auth_purchase_month_mean,34.5,2
Y_hist_auth_month_diff_std,34.25,3
N_hist_auth_purchase_month_std,34.25,3
hist_purchase_amount_median_mean,34.25,3
hist_purchase_amount_max_skew,34.25,1
new_purchase_amount_sum,34.25,3
Y_union_auth_month_lag_std,34.0,3
hist_purchase_amount_min_skew,34.0,1
new_merchants_category_1_mean,34.0,1
union_purchase_amount_var_skew,34.0,1
N_hist_auth_purchase_date_ptp,34.0,4
union_category_1_mean,34.0,2
new_purchase_amount_count_mean,34.0,2
Y_hist_auth_category_1_mean,34.0,3
Y_union_auth_purchase_date_max,33.75,1
historica_merchants_merchant_group_id_nunique,33.75,3
hist_purchase_amount_max_skew,33.75,2
hist_purchase_month_std,33.75,3
union_purchase_month_mean,33.75,3
N_hist_auth_installments_std,33.5,2
hist_installments_skew_std,33.5,3
Y_hist_auth_purchase_amount_mean,33.5,2
union_installments_skew_mean,33.5,1
merchants_avg_purchases_lag6_median,33.5,3
new_month_diff_mean,33.25,1
hist_purchase_amount_skew_std,33.25,4
N_hist_auth_purchase_date_uptonow,33.25,4
hist_installments_skew_skew,33.25,1
Y_union_auth_month_lag_mean,33.0,1
union_purchase_amount_mean_skew,33.0,3
Y_union_auth_purchase_month_std,33.0,2
N_hist_auth_purchase_date_ptp,33.0,1
hist_purchase_amount_median_mean,33.0,4
Y_union_auth_purchase_month_mean,32.75,3
historica_merchants_numerical_1_skew,32.75,3
union_purchase_date_max,32.75,4
N_union_weekofyear_nunique_x,32.75,2
union_purchase_amount_min_skew,32.5,1
Y_union_auth_month_diff_std,32.5,2
Y_hist_auth_installments_sum,32.5,3
union_purchase_amount_skew_skew,32.5,1
N_union_weekofyear_nunique_x,32.25,4
new_purchase_amount_mean_mean,32.25,2
merchants_avg_purchases_lag6_min,32.25,3
union_month_diff_std,32.25,3
hist_purchase_amount_std_skew,32.25,1
Y_hist_auth_purchase_amount_mean,32.25,4
N_hist_auth_purchase_amount_min,32.0,4
score_numerical_median,32.0,3
Y_hist_auth_purchase_amount_mean,32.0,3
new_purchase_amount_median_mean,32.0,1
Y_hist_auth_purchase_date_uptonow,31.75,2
hist_installments_sum,31.75,2
hist_installments_sum,31.75,3
score_log3_max,31.75,4
merchants_avg_sales_lag3_min,31.75,1
union_purchase_amount_skew_std,31.75,1
union_installments_std_skew,31.75,3
N_hist_auth_purchase_amount_std,31.75,2
union_merchants_category_1_mean,31.5,2
new_purchase_amount_median_mean,31.5,4
union_purchase_amount_min_std,31.25,3
new_merchants_numerical_1_median,31.25,2
merchants_active_months_lag12_std,31.25,3
merchants_active_months_lag12_skew,31.25,2
score_log6_median,31.25,1
hist_installments_skew_skew,31.25,3
Y_hist_auth_month_lag_mean,31.0,2
merchants_active_months_lag12_mean,31.0,3
first_active_month_weekofyear,31.0,3
score_log3_max,31.0,2
merchants_avg_sales_lag12_std,31.0,3
hist_installments_sum,31.0,4
new_month_diff_mean,31.0,4
Y_union_auth_purchase_month_mean,31.0,2
new_purchase_month_max,31.0,2
N_hist_auth_purchase_date_ptp,31.0,2
Y_union_auth_purchase_date_uptonow,31.0,2
N_hist_auth_month_diff_std,30.75,3
hist_purchase_amount_count_skew,30.75,1
hist_purchase_date_uptonow,30.75,2
merchants_avg_sales_lag6_median,30.75,2
new_purchase_date_max,30.75,1
N_hist_auth_category_1_mean,30.75,2
hist_purchase_amount_skew_skew,30.75,4
score_log12_median,30.5,1
feature_1,30.5,3
N_hist_auth_purchase_amount_std,30.5,1
N_union_hour_nunique_x,30.5,1
new_purchase_month_std,30.5,3
merchants_avg_purchases_lag6_min,30.25,2
N_hist_auth_category_1_sum,30.25,2
new_purchase_amount_sum,30.25,1
N_hist_auth_purchase_date_min,30.0,3
hist_purchase_amount_mean_skew,30.0,2
union_month_nunique_x,30.0,2
N_hist_auth_purchase_amount_max,30.0,2
merchants_avg_sales_lag12_min,30.0,4
union_month_lag_mean_y,30.0,2
union_month_lag_skew,29.75,4
new_purchase_amount_count_mean,29.75,3
Y_hist_auth_purchase_date_ptp,29.75,2
Y_union_auth_purchase_date_max,29.5,2
union_purchase_amount_max_skew,29.5,1
score_log3_skew,29.5,3
merchants_avg_sales_lag6_min,29.5,2
Y_hist_auth_installments_sum,29.5,2
Y_hist_auth_purchase_amount_min,29.5,3
union_month_lag_mean_x,29.5,4
merchants_avg_sales_lag6_min,29.25,3
Y_union_auth_month_lag_std,29.25,2
N_hist_auth_category_1_sum,29.25,1
score_log6_max,29.25,2
hist_purchase_amount_mean_skew,29.25,1
feature_1,29.25,4
hist_purchase_amount_skew_mean,29.25,3
hist_month_lag_mean_y,29.25,3
score_log12_max,29.0,3
N_union_weekofyear_nunique_x,29.0,1
Y_hist_auth_month_lag_mean,29.0,1
hist_purchase_date_uptonow,29.0,4
union_installments_var_skew,29.0,3
merchants_avg_purchases_lag12_min,29.0,3
score_log6_max,29.0,1
merchants_avg_sales_lag12_median,29.0,2
union_purchase_amount_mean_skew,29.0,2
N_union_auth_purchase_date_average,29.0,1
hist_purchase_month_mean,28.75,3
new_purchase_amount_skew_mean,28.75,2
union_month_diff_mean,28.75,4
N_hist_auth_purchase_amount_mean,28.75,2
union_installments_skew_mean,28.75,3
N_hist_auth_merchant_id_nunique,28.75,3
hist_installments_skew_std,28.75,1
Y_hist_auth_purchase_amount_max,28.75,3
historica_merchants_numerical_2_skew,28.5,3
new_purchase_amount_count_mean,28.5,4
merchants_avg_purchases_lag3_min,28.5,4
union_purchase_amount_count_skew,28.5,4
Y_hist_auth_month_lag_mean,28.5,4
hist_purchase_amount_median_std,28.5,3
union_month_diff_std,28.5,2
score_log3_median,28.5,1
hist_purchase_amount_median_mean,28.5,2
N_hist_auth_category_1_sum,28.25,4
score_log12_skew,28.25,3
N_hist_auth_month_diff_std,28.0,2
Y_hist_auth_purchase_amount_max,28.0,2
union_purchase_month_std,28.0,2
union_purchase_amount_median_mean,27.75,3
hist_month_lag_skew,27.75,2
Y_union_auth_month_lag_mean,27.75,4
hist_month_diff_std,27.75,2
union_purchase_date_uptonow,27.75,4
new_purchase_date_max,27.75,4
hist_installments_skew_std,27.75,2
hist_installments_median_skew,27.75,2
hist_purchase_amount_skew_std,27.75,1
N_hist_auth_category_1_mean,27.75,3
union_weekofyear_nunique_x,27.75,3
union_purchase_amount_count_skew,27.75,1
Y_union_auth_purchase_amount_min,27.5,3
union_purchase_amount_skew_std,27.5,2
hist_purchase_amount_count_skew,27.5,4
Y_hist_auth_purchase_month_std,27.5,2
new_purchase_amount_min,27.25,4
new_merchants_numerical_1_min,27.25,2
Y_hist_auth_purchase_amount_std,27.25,3
Y_union_auth_purchase_amount_std,27.25,3
historica_merchants_category_4_sum,27.25,4
Y_hist_auth_month_lag_std,27.25,1
score_numerical_skew,27.25,4
N_hist_auth_purchase_date_average,27.25,1
merchants_avg_purchases_lag12_skew,27.25,3
merchants_active_months_lag12_skew,27.25,1
union_month_lag_mean_y,27.0,1
Y_hist_auth_purchase_date_average,27.0,4
Y_hist_auth_purchase_month_mean,27.0,3
hist_installments_min_skew,27.0,3
new_merchants_category_1_sum,27.0,1
union_installments_max_skew,27.0,2
union_month_diff_std,27.0,1
merchants_avg_purchases_lag3_skew,27.0,3
Y_hist_auth_purchase_amount_mean,27.0,1
merchants_avg_sales_lag3_skew,27.0,3
historica_merchants_merchant_group_id_nunique,26.75,4
Y_hist_auth_installments_sum,26.75,1
new_merchants_numerical_1_median,26.75,3
Y_hist_auth_purchase_date_ptp,26.75,1
new_merchants_category_1_mean,26.75,2
union_authorized_flag_std,26.5,4
Y_hist_auth_purchase_date_uptonow,26.5,1
Y_hist_auth_month_lag_std,26.5,3
union_category_1_mean,26.5,1
union_installments_skew_mean,26.5,2
hist_installments_skew_skew,26.5,4
N_hist_auth_purchase_date_max,26.5,3
N_union_hour_nunique_x,26.25,4
merchants_avg_purchases_lag6_min,26.25,1
new_purchase_amount_count_mean,26.25,1
merchants_avg_purchases_lag6_median,26.25,1
hist_installments_median_skew,26.25,3
union_installments_skew_mean,26.25,4
new_purchase_month_min,26.25,3
merchants_active_months_lag12_std,26.0,4
union_purchase_amount_max_skew,26.0,2
merchants_avg_purchases_lag3_median,26.0,4
score_log6_skew,26.0,3
union_merchants_numerical_1_skew,26.0,3
merchants_avg_purchases_lag12_median,26.0,1
union_installments_min_skew,26.0,1
new_merchants_numerical_1_std,26.0,3
hist_purchase_amount_std_skew,26.0,4
hist_purchase_date_min,26.0,1
union_purchase_amount_std_skew,25.75,1
score_log12_max,25.75,1
N_hist_auth_purchase_amount_std,25.75,4
historica_merchants_category_4_sum,25.5,1
union_purchase_month_std,25.5,4
Y_hist_auth_category_1_mean,25.5,2
score_log6_max,25.5,3
score_log3_skew,25.5,2
hist_purchase_amount_max_skew,25.5,4
merchants_avg_sales_lag6_min,25.5,1
union_installments_skew_skew,25.5,2
new_purchase_date_min,25.5,4
Y_hist_auth_purchase_date_average,25.25,1
merchants_active_months_lag12_std,25.25,1
union_authorized_flag_std,25.25,1
hist_category_1_mean,25.25,3
Y_union_auth_purchase_date_max,25.25,4
score_numerical_median,25.25,2
score_log3_max,25.25,1
N_hist_auth_purchase_month_std,25.25,2
union_merchants_category_4_mean,25.25,3
merchants_avg_sales_lag6_median,25.25,3
Y_hist_auth_purchase_date_ptp,25.25,4
historica_merchants_merchant_group_id_nunique,25.0,2
union_month_lag_std_y,25.0,3
new_purchase_amount_sum,25.0,2
Y_union_auth_purchase_month_std,25.0,1
score_log3_median,25.0,4
union_installments_skew_std,25.0,3
merchants_avg_purchases_lag12_median,25.0,2
Y_hist_auth_purchase_month_std,24.75,1
historica_merchants_category_1_mean,24.75,3
hist_month_lag_mean_x,24.75,2
hist_purchase_amount_min_skew,24.75,4
hist_installments_max_skew,24.75,4
new_merchants_numerical_1_min,24.5,3
merchants_avg_sales_lag3_min,24.5,4
union_installments_var_skew,24.5,2
hist_month_lag_mean_x,24.5,4
hist_purchase_amount_mean_skew,24.5,4
score_log12_skew,24.5,1
union_purchase_amount_count_std,24.5,3
union_category_1_mean,24.5,4
new_purchase_amount_sum,24.5,4
feature_1,24.5,1
hist_purchase_date_uptonow,24.5,1
hist_installments_var_skew,24.25,1
N_hist_auth_month_lag_std,24.25,1
union_merchants_category_4_sum,24.25,3
score_log12_max,24.25,2
score_log12_mean,24.25,3
merchants_active_months_lag12_std,24.25,2
union_month_nunique,24.0,3
union_weekofyear_nunique,24.0,3
union_purchase_amount_max_skew,24.0,4
hist_purchase_amount_min_mean,24.0,3
union_purchase_amount_min_skew,24.0,4
historica_merchants_merchant_group_id_nunique,24.0,1
union_month_nunique_x,24.0,3
union_purchase_amount_mean_skew,24.0,1
N_hist_auth_purchase_amount_mean,24.0,4
hist_purchase_amount_skew_mean,24.0,1
hist_purchase_amount_median_std,24.0,1
hist_month_lag_mean_y,24.0,4
historica_merchants_category_4_mean,23.75,3
hist_month_lag_std_y,23.75,3
merchants_avg_purchases_lag3_std,23.75,2
score_numerical_median,23.75,1
N_hist_auth_installments_std,23.5,1
merchants_active_months_lag12_skew,23.5,4
N_hist_auth_installments_mean,23.5,3
union_installments_min_skew,23.5,3
N_union_month_nunique_x,23.5,1
merchants_avg_sales_lag3_median,23.5,1
merchants_avg_purchases_lag6_median,23.5,4
union_installments_skew_skew,23.5,4
N_hist_auth_purchase_date_min,23.25,2
union_purchase_amount_skew_std,23.25,4
union_purchase_amount_var_skew,23.25,4
new_purchase_month_max,23.25,1
Y_hist_auth_purchase_amount_std,23.25,2
new_purchase_month_max,23.25,3
hist_installments_skew_mean,23.25,1
union_installments_std_skew,23.25,1
merchants_avg_sales_lag12_median,23.25,1
historica_merchants_category_2_mean,23.25,2
new_merchants_category_2_sum,23.0,3
historica_merchants_category_1_mean,23.0,2
union_weekofyear_nunique_x,23.0,2
score_log12_median,23.0,4
hist_installments_max_skew,23.0,1
hist_installments_mean_skew,23.0,2
union_installments_skew_skew,23.0,3
hist_purchase_date_ptp,23.0,3
merchants_avg_purchases_lag3_std,23.0,4
N_hist_auth_purchase_amount_max,22.75,4
new_purchase_month_min,22.75,2
hist_month_lag_mean_y,22.75,1
merchants_avg_sales_lag3_mean,22.75,2
Y_hist_auth_category_1_mean,22.75,4
merchants_avg_purchases_lag3_std,22.75,3
union_purchase_month_mean,22.75,1
score_log3_skew,22.75,1
historica_merchants_category_2_sum,22.75,2
historica_merchants_numerical_2_skew,22.75,2
new_merchants_numerical_2_median,22.75,3
hist_purchase_month_std,22.5,2
new_merchants_numerical_1_std,22.5,2
union_purchase_date_ptp,22.5,3
Y_union_auth_month_lag_std,22.5,1
N_hist_auth_purchase_amount_max,22.5,1
N_union_dayofweek_nunique_x,22.5,3
N_hist_auth_purchase_month_mean,22.5,1
hist_installments_min_skew,22.5,1
hist_installments_var_skew,22.5,2
N_union_auth_purchase_date_average,22.5,4
Y_hist_auth_purchase_amount_std,22.5,4
merchants_avg_purchases_lag12_mean,22.5,3
hist_purchase_amount_mean_mean,22.25,3
merchants_avg_purchases_lag6_skew,22.25,3
union_installments_min_mean,22.25,3
hist_installments_min_skew,22.25,2
hist_installments_std_skew,22.25,1
Y_hist_auth_purchase_date_average,22.25,2
hist_installments_skew_mean,22.25,3
merchants_avg_purchases_lag12_median,22.25,4
hist_installments_std_skew,22.25,2
union_installments_skew_skew,22.25,1
score_log3_std,22.0,1
first_active_month_weekofyear,22.0,1
union_purchase_amount_std_skew,22.0,4
hist_purchase_amount_mean_mean,22.0,2
hist_purchase_amount_median_std,22.0,2
hist_installments_sum,22.0,1
score_log12_max,22.0,4
union_purchase_amount_min_std,22.0,4
merchants_avg_sales_lag12_skew,22.0,3
hist_installments_skew_mean,22.0,2
hist_purchase_date_average,21.75,3
feature_2,21.75,3
union_installments_sum,21.75,3
merchants_active_months_lag12_mean,21.75,1
N_hist_auth_purchase_date_average,21.75,4
Y_hist_auth_purchase_amount_min,21.75,2
historica_merchants_numerical_1_skew,21.75,2
union_merchants_numerical_2_skew,21.75,3
new_merchants_numerical_1_min,21.75,1
N_hist_auth_merchant_id_nunique,21.75,2
hist_month_lag_std_y,21.5,1
N_hist_auth_purchase_month_mean,21.5,4
union_purchase_amount_min_std,21.5,2
hist_purchase_amount_min_std,21.5,3
hist_purchase_amount_min_mean,21.5,4
merchants_avg_sales_lag3_skew,21.5,2
N_hist_auth_purchase_date_max,21.5,2
historica_merchants_category_2_sum,21.5,3
N_hist_auth_installments_mean,21.5,1
hist_purchase_amount_count_std,21.5,3
union_merchants_category_1_mean,21.5,4
historica_merchants_category_4_sum,21.25,2
hist_purchase_month_std,21.25,4
Y_union_auth_purchase_date_average,21.25,3
merchants_avg_purchases_lag6_min,21.25,4
hist_purchase_amount_sum,21.25,3
hist_category_1_mean,21.25,2
union_installments_max_skew,21.25,4
union_purchase_amount_median_mean,21.25,2
union_month_nunique,21.25,2
union_weekofyear_nunique,21.25,4
union_purchase_amount_min,21.25,3
new_purchase_month_std,21.25,4
union_installments_skew_std,21.25,1
union_merchants_numerical_2_median,21.0,3
N_hist_auth_purchase_date_min,21.0,4
new_purchase_amount_std_mean,21.0,2
new_merchants_numerical_2_median,21.0,2
hist_installments_skew_std,21.0,4
union_installments_median_skew,21.0,3
union_purchase_amount_std_std,21.0,1
union_installments_var_skew,20.75,1
score_log6_max,20.75,4
union_purchase_amount_std_skew,20.75,2
merchants_avg_sales_lag6_skew,20.75,3
union_installments_max_std,20.75,3
Y_union_auth_month_lag_std,20.75,4
union_installments_min_std,20.75,3
new_purchase_amount_mean_mean,20.75,1
N_hist_auth_purchase_month_std,20.75,1
N_union_dayofweek_nunique_x,20.5,2
Y_hist_auth_installments_mean,20.5,3
score_log6_mean,20.5,3
Y_hist_auth_purchase_month_mean,20.5,2
Y_union_auth_purchase_month_mean,20.5,1
hist_purchase_month_std,20.5,1
hist_installments_median_skew,20.5,4
hist_installments_mean_skew,20.5,1
union_purchase_amount_min_mean,20.5,3
Y_union_auth_purchase_date_ptp,20.5,2
Y_union_auth_installments_mean,20.5,3
merchants_avg_sales_lag6_median,20.5,1
new_merchants_category_1_mean,20.5,4
union_month_diff_std,20.5,4
score_numerical_median,20.5,4
score_log3_skew,20.5,4
historica_merchants_category_2_sum,20.5,4
hist_month_lag_mean_x,20.25,1
historica_merchants_category_4_mean,20.25,2
score_log3_mean,20.25,1
union_purchase_amount_median_std,20.25,3
N_hist_auth_month_lag_std,20.25,2
feature_1,20.25,2
union_month_nunique,20.25,1
hist_installments_mean_skew,20.25,3
N_hist_auth_month_diff_std,20.25,4
Y_union_weekofyear_nunique_x,20.25,3
union_installments_mean_skew,20.25,2
union_installments_max_skew,20.25,1
N_hist_auth_month_diff_std,20.25,1
hist_purchase_amount_min,20.25,3
Y_hist_auth_month_lag_std,20.0,2
hist_month_lag_mean_y,20.0,2
hist_purchase_date_ptp,20.0,2
union_weekofyear_nunique_x,20.0,1
Y_hist_auth_merchant_id_nunique,20.0,2
hist_purchase_amount_skew_mean,20.0,4
new_purchase_amount_std_mean,20.0,3
hist_month_diff_std,20.0,4
Y_union_auth_purchase_amount_max,19.75,3
Y_union_auth_purchase_amount_min,19.75,2
first_active_month_weekofyear,19.75,2
hist_purchase_amount_min_mean,19.75,2
merchants_avg_purchases_lag3_skew,19.75,4
historica_merchants_numerical_1_skew,19.75,4
hist_purchase_amount_count_std,19.75,1
